K,n_per_facility,sigma,heterogeneity,is_universal,overlap,obs_overlap,r2_lofo,p_naive,p_strat,thr_says_universal,perm_says_universal,strat_says_universal,thr_correct,perm_correct,strat_correct
6,26,0.46725316204065515,1.5286455826355452,False,0.29627886609228826,0.24136180869163912,-0.43253550698763954,0.01,0.01,False,False,False,True,True,True
7,69,0.37464749682278403,1.1580326958632792,False,0.013947033714633461,0.010793251793935227,-0.3968083324119436,0.01,0.01,False,False,False,True,True,True
12,55,0.5886465991670353,1.9776703950113608,True,0.3137380455372606,0.26087087093872663,0.7185222519317063,0.2,0.21,True,True,True,True,True,True
11,16,0.21724471112036597,1.8576848755265793,False,0.16525898640179537,0.11109620944922079,-0.3930928064435446,0.01,0.01,False,False,False,True,True,True
11,41,0.4508638797966226,1.7829857849193618,False,0.9842201267072538,0.9590279956364997,-0.15925416777027923,0.01,0.01,False,False,False,True,True,True
12,79,0.11605921504210193,1.581976617762068,False,0.880991037042561,0.8681640862467327,-0.20299857586460823,0.01,0.01,False,False,False,True,True,True
6,29,0.23940593302421093,1.8994148574200835,True,0.173007520911857,0.13162551308156534,0.9262217700510202,0.04,0.14,True,False,True,True,False,True
4,67,0.26149511781412027,1.45903520608539,False,0.9082321186843635,0.8957494090242077,-0.8282895540718445,0.01,0.01,False,False,False,True,True,True
12,35,0.09598743242215267,0.6358259974497709,True,0.8496265772957855,0.8178782487157245,0.9874087038940252,0.93,0.85,True,True,True,True,True,True
10,55,0.5314829108818868,0.6283069705229718,False,0.9012036243933058,0.8856491453318514,-0.13906864624147564,0.01,0.01,False,False,False,True,True,True
7,29,0.3227379662882918,0.8896010103588459,True,0.1732368320156199,0.12224598474699715,0.9037557591063317,0.5,0.51,True,True,True,True,True,True
5,66,0.5559919848486277,1.9975960269058515,True,0.8596256765474884,0.8458618234804979,0.7682262694364221,0.92,0.89,True,True,True,True,True,True
5,28,0.1858246031347594,1.267693194373388,False,0.09664935456866874,0.07468641958633326,-1.514069279749946,0.01,0.01,False,False,False,True,True,True
8,52,0.10438111454083926,0.3726310246254307,False,0.23580424700462943,0.19378798405429723,0.10857742266666337,0.01,0.01,True,False,False,False,True,True
4,29,0.08161196789358902,1.3205653723060344,True,0.18206605308829604,0.13611232195385414,0.9932857134969493,1.0,1.0,True,True,True,True,True,True
8,41,0.2787078491726178,0.555643383974306,False,0.1497993606315965,0.11491794784853716,-0.1416903280042947,0.01,0.01,False,False,False,True,True,True
4,54,0.05344759612342715,1.3607183641638496,True,0.7887492151069052,0.7594928645848582,0.9962262995796536,0.29,0.34,True,True,True,True,True,True
8,31,0.5320943299694455,0.5464816543822533,False,0.8191566089506066,0.8075970446900637,-0.08905783629819441,0.01,0.01,False,False,False,True,True,True
3,14,0.491498313775795,1.4541875456328786,True,0.8583249038256303,0.8896276763545569,0.7384243275478845,0.82,0.8,True,True,True,True,True,True
10,47,0.3007066082196204,0.7144242241507764,True,0.6918938387001834,0.6637981808979508,0.9063942716181213,0.24,0.25,True,True,True,True,True,True
12,38,0.2592943239914531,0.5846771449107955,True,0.39476085560092355,0.325259317908569,0.9231952450806353,0.14,0.17,True,True,True,True,True,True
10,70,0.4769636539146934,0.7473937762913458,False,0.8059167968926029,0.7997509177726834,-0.1732804610984211,0.01,0.01,False,False,False,True,True,True
4,60,0.20530434549638654,0.6353999266021878,True,0.08369940227304651,0.0712304462456962,0.9626821549082808,0.96,0.97,True,True,True,True,True,True
6,28,0.19954792971970636,0.48500835887691907,True,0.7236484972498002,0.7004655305678114,0.9410740483254773,0.57,0.65,True,True,True,True,True,True
9,19,0.48481109319598525,1.9171648862228001,False,0.8213820654416437,0.7893926397024195,-0.2836186000369818,0.01,0.01,False,False,False,True,True,True
11,28,0.1298705359573223,1.2619459616627533,False,0.5657116165278069,0.5067045958418089,-0.38080014171136756,0.01,0.01,False,False,False,True,True,True
7,78,0.5427377287206658,0.7729744818196962,True,0.9439039157804343,0.9416591743722655,0.7557978456664175,0.06,0.12,True,True,True,True,True,True
6,56,0.5037685977448867,0.6403363014619143,False,0.26737283833447323,0.22096903964596326,-0.6229314851511627,0.01,0.01,False,False,False,True,True,True
5,73,0.20971513517102092,1.707024128096447,False,0.8067774874375916,0.7906366354500393,-0.4962834111255039,0.01,0.01,False,False,False,True,True,True
8,37,0.1295276360433104,1.2619137526178508,False,0.8441672150390844,0.8205740711189836,-0.3118369667768599,0.01,0.01,False,False,False,True,True,True
12,20,0.21145127337552694,0.7748144785688429,False,0.9405096475890976,0.8778052210386373,-0.13330912393858174,0.01,0.01,False,False,False,True,True,True
9,58,0.5244455030441983,1.9234601934551954,True,0.8162993804888088,0.804019520562308,0.7464195441696873,0.4,0.47,True,True,True,True,True,True
12,11,0.5399743029930029,1.2477593144729657,True,0.9685741119431545,0.8233085739637453,0.7581424011430424,0.6,0.73,True,True,True,True,True,True
5,61,0.2924527128718678,0.402928894305782,True,0.40228545905279167,0.36818877944312833,0.9097034664625342,0.85,0.73,True,True,True,True,True,True
3,63,0.4183968883593875,1.4334960272474013,True,0.24321189324746384,0.20129876708945038,0.7872630474586169,0.44,0.51,True,True,True,True,True,True
12,14,0.5556387904466014,1.1207597853182931,True,0.296252773028981,0.21090294826957545,0.7056046417485261,0.21,0.27,True,True,True,True,True,True
6,41,0.1530291541657637,0.6000738408456381,True,0.44053923814691276,0.3937494221378518,0.97626601201388,0.57,0.61,True,True,True,True,True,True
12,67,0.2880323498693518,1.0219771699944293,False,0.7353094063804344,0.7179156606863079,-0.21492996468838577,0.01,0.01,False,False,False,True,True,True
9,67,0.13127512152444798,1.35240586344728,False,0.7128439227596229,0.694727412143741,-0.2813840693810996,0.01,0.01,False,False,False,True,True,True
10,64,0.3456882971455439,1.1319125813304125,False,0.24551104703995008,0.19474708497561644,-0.4906131983971618,0.01,0.01,False,False,False,True,True,True
9,41,0.1284543030144814,0.7076070030176461,True,0.7648976636515836,0.7524596109240639,0.9723004251757354,0.14,0.22,True,True,True,True,True,True
3,20,0.4324320794581059,1.3463385296862402,False,0.2910129014899768,0.2326141499179132,-2.085944400578005,0.01,0.01,False,False,False,True,True,True
10,30,0.12249461661019365,0.36870568652007507,True,0.7345372721763723,0.6883143702739996,0.9778781358519594,0.53,0.57,True,True,True,True,True,True
9,25,0.1379327703950529,0.6375421793189505,True,0.5643345617719863,0.4875475736811625,0.9759970590244883,0.37,0.38,True,True,True,True,True,True
6,73,0.5215390010982132,1.3072447508204936,True,0.36185182584101006,0.31032655020349115,0.7894909316431479,0.64,0.63,True,True,True,True,True,True
3,56,0.14022382843461534,0.6833177125366132,False,0.1544559010051848,0.13410121320508472,0.6427410523352888,0.01,0.01,True,False,False,False,True,True
7,26,0.20529699571966076,0.8543948958197525,False,0.44218723852337394,0.36284396741650937,-0.32277590367345055,0.01,0.01,False,False,False,True,True,True
10,10,0.13957709096448773,0.9969485794569144,False,0.561738956300167,0.37022687149350436,-0.1362422345667773,0.01,0.01,False,False,False,True,True,True
6,22,0.27020890391546354,1.3292442452881006,False,0.027685981864014608,0.009495748350080479,-1.1814653597959865,0.01,0.01,False,False,False,True,True,True
5,67,0.12923881561639927,1.438061577062143,False,0.7422821595063193,0.7419679002847799,-0.47000034058363793,0.01,0.01,False,False,False,True,True,True
12,25,0.4967880798440374,0.846228128967959,True,0.1321374805691976,0.09307579030309727,0.7862311459430754,0.94,0.81,True,True,True,True,True,True
11,44,0.31062126764157344,1.118803808769841,False,0.6099513598670405,0.5770927795793892,-0.22278789840869373,0.01,0.01,False,False,False,True,True,True
11,65,0.5275363578636485,0.4791219723535345,False,0.5846484032350139,0.5533037726546142,0.11251907615831747,0.01,0.01,True,False,False,False,True,True
4,14,0.13562216728286236,0.7926341089131879,True,0.7460083730539856,0.6646109887233612,0.9730868732595103,0.98,0.98,True,True,True,True,True,True
3,53,0.1516911210429583,1.7839793284131398,False,0.7454030330362977,0.7534642714727721,-0.914327014806336,0.01,0.01,False,False,False,True,True,True
6,37,0.19341333475381212,1.2988321702025172,True,0.8430271771627156,0.8285445233554085,0.9478348520112424,0.1,0.11,True,True,True,True,True,True
8,77,0.5808142374692657,1.0134790261588487,True,0.8842893230806782,0.8679909463576279,0.7021321791207462,0.76,0.83,True,True,True,True,True,True
9,36,0.09853523027759142,1.7837061324967358,True,0.539632014289198,0.49828808036843636,0.9873315205081128,0.55,0.48,True,True,True,True,True,True
9,53,0.5985361843125518,1.3684275289765,False,0.8808449376247957,0.8669863550282186,-0.22776701143028633,0.01,0.01,False,False,False,True,True,True
4,43,0.43068529447002274,0.8048071519772251,False,0.3687885093385095,0.3308648513555917,-1.6828225741513534,0.01,0.01,False,False,False,True,True,True
11,76,0.21665558693856252,0.8724494150957041,False,0.8754916630028989,0.8634946427750326,-0.1157699519658304,0.01,0.01,False,False,False,True,True,True
9,14,0.2018212846472469,1.0327371001382306,True,0.5867004367226434,0.5116163957771446,0.9381547792431195,0.05,0.12,True,False,True,True,False,True
5,53,0.33445470237435426,0.6919012943322831,False,0.07727177416261277,0.0627907680882847,0.6387602979291174,0.01,0.01,True,False,False,False,True,True
5,59,0.5021281614330789,1.2320794500291792,True,0.6355640454381324,0.624155213508844,0.6977182563317568,0.06,0.04,True,True,False,True,True,False
8,48,0.5376402768976684,0.5202988800400588,True,0.9279789925454682,0.8828281349206899,0.7422360772207736,0.51,0.45,True,True,True,True,True,True
6,39,0.3495324718001855,0.6842230621150407,False,0.8751603412429155,0.8536153207779722,-0.40173092458097637,0.01,0.01,False,False,False,True,True,True
3,31,0.5248999760288253,1.939045037022496,True,0.5075742984559874,0.5243906234428802,0.7369173833489202,0.52,0.35,True,True,True,True,True,True
6,58,0.24223806701345757,0.6859144209668586,False,0.17498300157654345,0.13922944611706017,-0.08599768151956444,0.01,0.01,False,False,False,True,True,True
7,73,0.2758360087705875,0.7991918905662574,True,0.7881901919329344,0.7792423853482578,0.9005494505310291,0.18,0.15,True,True,True,True,True,True
7,19,0.06464750634192275,0.7087696182024386,False,0.6559704208901278,0.6111174477066991,-0.4795147423767072,0.01,0.01,False,False,False,True,True,True
4,38,0.13304542135680208,0.9148189612930813,False,0.38958371850785056,0.3693848516767278,-1.6545237875379981,0.01,0.01,False,False,False,True,True,True
6,59,0.08416220416679923,1.1259565689548574,True,0.690515489713867,0.6792983231675996,0.9916742751497114,0.18,0.3,True,True,True,True,True,True
3,76,0.2757836113489189,1.2068232113304018,False,0.9608250605530527,0.9717631221595339,-1.1837221781654845,0.01,0.01,False,False,False,True,True,True
10,30,0.4971805557105466,0.5682449619817302,True,0.06523930225974739,0.04661388224013543,0.7844388494736632,0.99,0.93,True,True,True,True,True,True
10,52,0.2780220420608313,1.745229273097662,True,0.6132138689146217,0.5534246965126876,0.9064701875280303,0.06,0.11,True,True,True,True,True,True
6,18,0.436946006258918,1.0243340483225643,False,0.3710371887748847,0.29142292375664813,0.5899320792961112,0.01,0.01,True,False,False,False,True,True
7,58,0.2293572722039222,1.75444362984675,True,0.777477394347527,0.7625751140437884,0.9205140892392847,0.17,0.19,True,True,True,True,True,True
10,23,0.36512854753570817,1.8642417591191047,True,0.2216871005082537,0.15875948662039388,0.8714317249947159,0.97,0.89,True,True,True,True,True,True
3,44,0.28122289074976287,1.901258742774493,False,0.22375450518938578,0.19169691682661885,0.362294373176159,0.01,0.01,True,False,False,False,True,True
4,12,0.5771012429193654,1.3840941391723782,False,0.9873082771838058,0.7888157415772157,0.32701567469935633,0.01,0.01,True,False,False,False,True,True
3,56,0.5823480353859924,0.6734606448432866,False,0.6036077295979501,0.5969464562574296,-1.0517978055799122,0.01,0.01,False,False,False,True,True,True
3,29,0.597036276246971,1.8969368530751292,True,0.4797389037126629,0.3913326375137447,0.7070830541321025,0.54,0.59,True,True,True,True,True,True
12,34,0.3131563547568101,1.5705287174717077,False,0.3177016870976187,0.26378402958899466,-0.32467429322188046,0.01,0.01,False,False,False,True,True,True
9,70,0.1255612031063992,1.4431662066037847,False,0.9012748658509782,0.8859521112879633,-0.19733964005884297,0.01,0.01,False,False,False,True,True,True
6,35,0.3474396590224684,0.9066906000023003,False,0.7807102818135637,0.7424949313193899,-0.25527728144115125,0.01,0.01,False,False,False,True,True,True
4,62,0.5737107367595115,0.625198341986479,False,0.4193784490376187,0.4045129732777344,-1.2491915003387177,0.01,0.01,False,False,False,True,True,True
8,25,0.24223981146201423,1.109322469223666,True,0.7046009964191886,0.660461734024833,0.9265036542675168,0.5,0.51,True,True,True,True,True,True
12,10,0.5524326466695091,0.5389161936322009,False,0.03958884390913964,0.01832863830936505,-0.25479431602309144,0.01,0.01,False,False,False,True,True,True
6,23,0.30975627662178756,1.6821127209356508,True,0.645827896096811,0.5807863545745536,0.8747959778571485,0.82,0.76,True,True,True,True,True,True
3,63,0.12418136877887652,1.2121185993475108,False,0.2556230036147731,0.21275552422878796,-1.161174645152975,0.01,0.01,False,False,False,True,True,True
7,59,0.3432748290697459,1.7767868803157734,False,0.18191887196327028,0.14021299538216644,-1.1428421887666285,0.01,0.01,False,False,False,True,True,True
5,28,0.11971731501813815,1.7115147341510188,False,0.3207061459871926,0.26017295075258007,-1.4593677086413739,0.01,0.01,False,False,False,True,True,True
5,31,0.19939642214320824,0.46158519616979055,False,0.4634351803251394,0.4298627837589333,-0.24708327315211465,0.01,0.01,False,False,False,True,True,True
6,46,0.20830416079730618,1.830252275148194,True,0.4974619223834348,0.4639231588549393,0.9470456985030837,0.17,0.14,True,True,True,True,True,True
8,79,0.20077071233018984,1.3321130084818995,True,0.4046288337538064,0.34327372289637825,0.9557194402357355,0.38,0.47,True,True,True,True,True,True
6,56,0.2061361964734838,0.7012311038389512,True,0.1965446831118398,0.15389665606928446,0.957647040259122,0.97,0.92,True,True,True,True,True,True
11,63,0.25972303892156484,0.3342156419139279,False,0.9995965451738126,0.9695316038070703,0.3588220019509645,0.01,0.01,True,False,False,False,True,True
5,63,0.11219852115853576,0.9199184298103948,False,0.7626104100262094,0.7536975123462071,-0.41039447666256157,0.01,0.01,False,False,False,True,True,True
10,69,0.14936744750214948,1.5517121623640553,True,0.7913785244604362,0.7828399191019554,0.9694118829373408,0.55,0.5,True,True,True,True,True,True
6,65,0.49441656776598997,0.8577552547352587,True,0.2810668704331739,0.23209681825348744,0.7693509007061754,0.89,0.77,True,True,True,True,True,True
9,52,0.4118253922663048,1.696644803134993,True,0.3419044796088606,0.2830371263153346,0.8219413335555605,0.18,0.33,True,True,True,True,True,True
8,75,0.3735469110019709,1.594605986680646,True,0.2789565622999305,0.2279937152996119,0.865380218113744,0.99,0.91,True,True,True,True,True,True
11,17,0.37433124580945454,0.6192063718061522,False,0.844812229689011,0.7953655565724964,-0.012596784437486352,0.01,0.01,False,False,False,True,True,True
9,22,0.5150477948118316,0.5963717526236678,False,0.019764567300849745,0.010617904786456335,-0.3688247303241674,0.01,0.01,False,False,False,True,True,True
12,51,0.24292329161441173,1.02250885591848,False,0.10799952060663631,0.0784462981903389,-0.5787704566169591,0.01,0.01,False,False,False,True,True,True
9,17,0.2650265198215726,0.5888328615306078,False,0.22175955921914292,0.14937946195192742,-0.2287743263104558,0.01,0.01,False,False,False,True,True,True
12,25,0.5295390716842714,1.8877893417566147,False,0.6634821680660907,0.6157788953613283,-0.2683413036010658,0.01,0.01,False,False,False,True,True,True
9,33,0.3868031222203635,1.588320969172586,False,0.9661087151981014,0.9083880192372459,-0.23443334287243234,0.01,0.01,False,False,False,True,True,True
5,14,0.13240738266195273,1.9571416309642868,False,0.08318855869752129,0.040154228776374874,-2.186971081477711,0.01,0.01,False,False,False,True,True,True
11,60,0.5424838550116482,1.5424465712051678,False,0.21086154989685524,0.16458418404902764,-0.5677396169546902,0.01,0.01,False,False,False,True,True,True
3,79,0.11929477296775454,1.494082262114496,False,0.2551472229823709,0.22731610080016226,-1.4881268993845906,0.01,0.01,False,False,False,True,True,True
4,23,0.057915883407303144,0.4244044239186278,True,0.7577732058410869,0.7374601175754,0.9963251696157592,0.68,0.7,True,True,True,True,True,True
6,73,0.1438940608407856,0.9079574631351568,True,0.3885778895800245,0.33643172800745863,0.9737913981316768,0.5,0.55,True,True,True,True,True,True
12,43,0.3139667507257834,1.595678139579927,False,0.7385956865077841,0.7025414635246896,-0.18273491167485312,0.01,0.01,False,False,False,True,True,True
3,56,0.18761291959504117,1.0934111691632569,True,0.04674895321654182,0.03235699600227113,0.9530719160147962,0.3,0.26,True,True,True,True,True,True
7,15,0.4653798775902545,1.004974715629302,False,0.1683492150710879,0.1055654270590298,0.022951679382514967,0.01,0.01,True,False,False,False,True,True
5,66,0.5965231097309097,0.6887807250623377,True,0.04220328083950853,0.0335976024243246,0.6995095114327745,0.35,0.37,True,True,True,True,True,True
9,19,0.3097772307894373,0.8485561447264836,False,0.5437548138344253,0.4573222140563854,-0.4819450776475094,0.01,0.01,False,False,False,True,True,True
9,30,0.2740647194775815,1.8175995924147426,True,0.9400009147676863,0.9091564830661137,0.9258593317282535,0.56,0.45,True,True,True,True,True,True
10,29,0.16698733737487012,1.985261830197053,False,0.0876343260787591,0.06457165705729759,-0.6444216700514083,0.01,0.01,False,False,False,True,True,True
6,38,0.4322734347610423,1.4162404580293404,False,0.6717428672838757,0.6583591344267298,-0.32463305287654975,0.01,0.01,False,False,False,True,True,True
12,54,0.43102426944325817,1.837397245500098,False,0.8485676517384364,0.835005386083645,-0.18706486492978103,0.01,0.01,False,False,False,True,True,True
7,68,0.3943142188232775,0.5070525042227849,False,0.2373219553360667,0.19278763039672647,-0.11007488988400893,0.01,0.01,False,False,False,True,True,True
5,67,0.15683107978739155,1.4626654507649348,False,0.3669838300835919,0.32715543156947346,-0.21756024586625133,0.01,0.01,False,False,False,True,True,True
12,39,0.37077795729804996,0.4297054419856129,False,0.2663853503226725,0.2088987059050622,0.3025265774555771,0.01,0.01,True,False,False,False,True,True
5,37,0.16926965820876463,1.666592071309618,False,0.5281547399946614,0.4827693521656305,-0.7853935626884609,0.01,0.01,False,False,False,True,True,True
11,32,0.1474330782016673,1.7681136416778356,True,0.9379530423155624,0.904064195313806,0.9754121173257805,0.99,0.97,True,True,True,True,True,True
7,38,0.33004995635150186,1.8122162783007763,False,0.02361001945568808,0.01765431046333339,-0.44173419687379956,0.01,0.01,False,False,False,True,True,True
11,59,0.47370468281930567,0.9384919287412672,False,0.8705854977217804,0.8584197413065656,-0.2011867607327651,0.01,0.01,False,False,False,True,True,True
3,54,0.5994817010964949,1.570699812391998,True,0.6487005716595925,0.643138121525318,0.6440770082022922,0.33,0.58,True,True,True,True,True,True
11,61,0.5402676779013657,1.158361515926036,False,0.16977503528035354,0.13184166584190468,-0.21370685538371736,0.01,0.01,False,False,False,True,True,True
12,63,0.3893561636075506,1.2754759091298973,True,0.20038916043511423,0.15680307080285294,0.8605824044201045,0.87,0.76,True,True,True,True,True,True
9,73,0.25447694527507453,1.873371843481705,True,0.08744339140861013,0.06607497571463837,0.9325578497495829,0.34,0.39,True,True,True,True,True,True
4,25,0.516111341732404,0.41697610211186115,True,0.7846947363387465,0.7145059693778659,0.7167282503192383,0.53,0.48,True,True,True,True,True,True
3,33,0.17213927290073677,1.8092040694315092,True,0.26498377276083285,0.2201509590908358,0.958425531143191,0.59,0.8,True,True,True,True,True,True
11,62,0.5459117899379892,0.9421455234614786,False,0.6533997403927903,0.6320319663716703,-0.2560881834353521,0.01,0.01,False,False,False,True,True,True
7,49,0.23144918326453556,1.647451103314245,False,0.23621260626290086,0.18512944977590212,-0.4555246024093871,0.01,0.01,False,False,False,True,True,True
3,57,0.05046755898373809,1.7384841591468947,True,0.4191068820291488,0.42514374257461957,0.9963514223960943,0.29,0.49,True,True,True,True,True,True
10,18,0.1222390540428546,0.8809240241451608,True,0.08551139738343716,0.053747795168523654,0.9790733756666052,0.57,0.41,True,True,True,True,True,True
6,65,0.26534250893678,1.3379286750927113,False,0.9237975155520594,0.8960857425098935,-0.36366652419628,0.01,0.01,False,False,False,True,True,True
5,22,0.20447982839794693,1.2429085649893092,True,0.4286679569679188,0.3741015023697675,0.9414405138098255,0.98,0.98,True,True,True,True,True,True
11,48,0.2852796068811743,0.5777129994937188,True,0.9272923061903499,0.9135998547806974,0.9155138652988186,0.09,0.03,True,True,False,True,True,False
12,36,0.10785717901171507,1.638859862143771,False,0.9847515364757217,0.9533269936885759,-0.1353655137804488,0.01,0.01,False,False,False,True,True,True
12,61,0.21681399528006023,1.9352751512405133,False,0.44943957091430053,0.3907942032253767,-0.33253557137384027,0.01,0.01,False,False,False,True,True,True
12,76,0.07972300875765784,0.7384565114523394,True,0.021740552277907388,0.017096105801470845,0.9935772197168922,0.05,0.23,True,False,True,True,False,True
6,55,0.2101537190102637,1.6340520918810235,True,0.0932917304994203,0.07512497994236751,0.9523014881784885,0.4,0.57,True,True,True,True,True,True
5,22,0.1372794528550882,1.539789803707724,False,0.8110663041862014,0.7970740774387293,-0.48898945525970183,0.01,0.01,False,False,False,True,True,True
4,26,0.5248480453281237,0.3145082076562743,False,0.7855978312894117,0.738103387418051,0.13426407729769896,0.01,0.01,True,False,False,False,True,True
6,27,0.13632799387318426,0.925040568493231,True,0.8882504121377112,0.7841040551442103,0.9752711671120194,0.9,0.82,True,True,True,True,True,True
9,69,0.3518023414680124,1.4436104646754828,False,0.6079136639127366,0.5787900065453524,-0.2632041401657814,0.01,0.01,False,False,False,True,True,True
4,66,0.4926354325714038,1.7978434023609298,False,0.33073638582227616,0.28973313938172574,-0.43668237736797333,0.01,0.01,False,False,False,True,True,True
5,10,0.5222165976955033,1.9376204305352318,True,0.481668024563896,0.39190972163320004,0.7621023374810446,0.01,0.07,True,False,True,True,False,True
6,67,0.2786991242880703,1.4402653355100892,False,0.5182225365490228,0.4773009077417404,-0.8194235870839182,0.01,0.01,False,False,False,True,True,True
9,53,0.3000980872902614,0.5098400435438599,False,0.3461974246371401,0.2886886566323891,-0.13625075949398413,0.01,0.01,False,False,False,True,True,True
11,53,0.24918544713861013,1.728207413959111,True,0.22574400696894859,0.17460718274573114,0.9410401349738353,0.22,0.54,True,True,True,True,True,True
5,36,0.42808930234251225,0.8976396147740637,True,0.9999424874228948,0.9501892785831298,0.8262353737509066,0.85,0.83,True,True,True,True,True,True
12,60,0.09655954108309511,0.7975937941378521,True,0.4904570039971009,0.4412028652967425,0.9865373415901452,0.39,0.41,True,True,True,True,True,True
3,31,0.5325624447359728,1.080394959120861,True,0.3761130361078221,0.30131046751264995,0.751534809891714,0.93,0.85,True,True,True,True,True,True
8,22,0.18085037465620324,0.7324109101708871,True,0.5086151617567581,0.4357206116650024,0.9539761764085984,0.53,0.41,True,True,True,True,True,True
10,22,0.4753776863657357,0.3082167676278324,True,0.038005322607409076,0.021011752348072354,0.8296722701107938,0.92,0.92,True,True,True,True,True,True
12,34,0.2356905481414331,1.7039416799825449,False,0.07032586886071168,0.05012133000554366,-0.32159552844885386,0.01,0.01,False,False,False,True,True,True
5,51,0.4093082608868524,1.7870093824932887,False,0.879776174051187,0.8718955854614036,-0.5367323496964849,0.01,0.01,False,False,False,True,True,True
4,16,0.13024395742085232,0.40826537817058234,True,0.4954415474422388,0.4712156796126374,0.9697640374305324,0.26,0.24,True,True,True,True,True,True
11,56,0.32672601595260775,0.6818140560962999,False,0.07054089125975826,0.05094982621486175,-0.36702020931262935,0.01,0.01,False,False,False,True,True,True
5,59,0.3873638257571009,0.32623733233728236,False,0.8342443407097092,0.8206690350801674,-0.3951127610031393,0.01,0.01,False,False,False,True,True,True
11,69,0.5259384189717065,1.5943332985603438,True,0.32816753949520927,0.27311203006605406,0.7601528712126797,0.03,0.25,True,False,True,True,False,True
9,70,0.08095927042563676,0.9669957805278611,False,0.8302833889204819,0.824659760468932,-0.2529057195998776,0.01,0.01,False,False,False,True,True,True
11,13,0.23552587653484863,0.5718551660241834,False,0.6475309962343668,0.5733784726007616,-0.007309364939270591,0.01,0.01,False,False,False,True,True,True
10,53,0.5872412090835479,0.3395037338026906,False,0.09504074164270626,0.07080301638541647,0.18267527493354474,0.01,0.01,True,False,False,False,True,True
11,41,0.544080315073239,1.354261123644529,True,0.6237069324672357,0.5782943200735325,0.7133053895544903,0.28,0.44,True,True,True,True,True,True
6,40,0.4750183782651753,0.6999212707206149,False,0.9507772379146149,0.9151311487492512,-0.2971711193679527,0.01,0.01,False,False,False,True,True,True
6,63,0.16319702136867267,1.4937239573103056,False,0.9808957394703971,0.9531514161026314,-0.24895936911468053,0.01,0.01,False,False,False,True,True,True
5,31,0.14931572893939843,0.732881227738861,True,0.6429233213222577,0.6045232882194667,0.9691584853103308,0.37,0.31,True,True,True,True,True,True
6,62,0.3358052522773995,1.3849197085604852,False,0.3628015563466258,0.30614232814422987,-0.9303469483347966,0.01,0.01,False,False,False,True,True,True
7,15,0.19281900629776982,1.6364087547869433,False,0.35884929962999634,0.26154306686350676,-0.45437442340787726,0.01,0.01,False,False,False,True,True,True
11,60,0.5409988029978348,0.9864918018749793,True,0.6733301329366498,0.6534509635424977,0.6935319329326551,0.17,0.11,True,True,True,True,True,True
11,11,0.5070717298165234,1.0812983834182572,False,0.9855751718618374,0.890301012764813,-0.16010478886774626,0.01,0.01,False,False,False,True,True,True
12,53,0.4682206341885912,1.954971438831213,False,0.956969005894788,0.9440859096400619,-0.1139705305316463,0.01,0.01,False,False,False,True,True,True
7,51,0.13023490574060692,1.0790994293397251,True,0.05988680732141449,0.04562661459203674,0.9818917281314271,0.17,0.78,True,True,True,True,True,True
10,47,0.5553077309257735,1.6024274223473893,True,0.6924851337743778,0.6599578062167325,0.7156504028959405,0.07,0.14,True,True,True,True,True,True
6,73,0.09986284683985591,1.3639237675994789,False,0.9228329935231456,0.9165942699705377,-0.37236826903228115,0.01,0.01,False,False,False,True,True,True
9,24,0.47169385903365313,1.4010303279914875,True,0.3885829858823191,0.3136959422524426,0.7725153288933018,0.85,0.75,True,True,True,True,True,True
12,39,0.19271782957769917,0.35351538710935354,False,0.8365168848262796,0.8009678342244808,0.3020182004994101,0.01,0.01,True,False,False,False,True,True
12,30,0.39262510319381044,1.005340233664051,False,0.770868400637781,0.7132276215395031,-0.20290131858618432,0.01,0.01,False,False,False,True,True,True
12,56,0.14590642357198658,1.6083646773821012,False,0.3878306465629652,0.3226425792747351,-0.2664521755497924,0.01,0.01,False,False,False,True,True,True
6,40,0.13885247462705108,1.1236972908105545,True,0.0003845421723684961,0.0,0.9792139663577543,0.5,1.0,True,True,True,True,True,True
6,35,0.20222796446957286,1.711940541107294,True,0.49574034659940147,0.45122551183843135,0.9473071246826623,0.45,0.43,True,True,True,True,True,True
5,13,0.45870551597434855,1.712250116526131,True,0.5572884039871921,0.4850841104742466,0.7495247161423035,0.81,0.63,True,True,True,True,True,True
7,72,0.5940615036713445,1.2146388176198695,False,0.13840747324844538,0.10747364856811836,-0.8465194843148536,0.01,0.01,False,False,False,True,True,True
8,41,0.2048626926928978,1.3608928272312126,True,0.23102081628876303,0.17987349729096566,0.9518119629144122,0.03,0.17,True,False,True,True,False,True
6,22,0.19479832510067696,1.468154369682881,True,0.16365444977913046,0.11832963657613295,0.9614289584884362,0.96,0.84,True,True,True,True,True,True
11,73,0.12809654438746515,1.2347981952103073,False,0.8290938850709373,0.8098149111977994,-0.19298035099332433,0.01,0.01,False,False,False,True,True,True
7,77,0.09533620937492868,0.8605672200426229,True,0.7274531447566503,0.709689739991949,0.9885194207274104,0.72,0.68,True,True,True,True,True,True
10,65,0.41206341822836495,1.3359391765314903,False,0.8935529586799688,0.8825707561572744,-0.1206922642500825,0.01,0.01,False,False,False,True,True,True
11,62,0.5494587328587107,0.3931894926562293,True,0.9573979359653709,0.9429354973853615,0.7628248751971807,0.78,0.75,True,True,True,True,True,True
