K,n_per_facility,sigma,heterogeneity,is_universal,r2_lofo,protocol_says_universal,bootstrap_a_ci_lo,bootstrap_a_ci_hi,bootstrap_a_stable,obs_sigma_hat,obs_hetero_hat,perm_pvalue,perm_says_universal,perm_correct,correct,scenario_id
4,44,0.5800034121965199,1.5583777428102894,False,-0.7737500463441698,False,-0.6338118094143036,-0.24203788125358255,True,5.061816763322512,0.2762642409153139,0.01,False,True,True,303
17,17,0.4488335730779093,0.8349868159367602,True,0.8435623612349425,True,-0.49589980731517025,-0.45206140548354257,True,0.4320529148358034,0.05580553977238283,0.84,True,True,True,304
2,75,0.17479095841991116,1.8979523136521754,True,0.9679731840258963,True,-0.43548598122994653,-0.4327383805988262,True,0.16803963283357243,0.0013738003155604472,0.31,True,True,True,305
4,85,0.17268989238642182,0.8171299425363939,False,-0.24826911829914455,False,-0.45380508945752646,-0.341179057364316,True,1.544351175978472,0.07685407136857779,0.01,False,True,True,306
15,53,0.2254788124958001,2.5439539702252167,True,0.9510998659627705,True,-0.45873816877201495,-0.4453072594664945,True,0.21869571228147877,0.013688564989747725,0.97,True,True,True,307
2,42,0.37209120625815356,1.393992143407725,False,-1.9509446744186518,False,-0.9829484403781962,-0.5106311227950273,True,3.0045780640541606,0.19837576920345623,0.01,False,True,True,308
17,70,0.2737175871032255,2.446016466699528,False,-0.11991694202997771,False,-1.0191442400284998,-0.04766310859633433,True,9.782978217411125,0.749273372297715,0.01,False,True,True,309
3,10,0.23430980439320226,1.7678904153742567,True,0.9223250067685421,True,-0.46254009465774915,-0.39183957688237586,True,0.20464295596646506,0.028910745522543958,0.12,True,True,True,310
17,68,0.14511689619886375,0.008278818175478375,True,0.9795612465975656,True,-0.4535750540663257,-0.4459716563680833,True,0.1424585706584921,0.007438535327186477,0.47,True,True,True,311
19,8,0.13140288094109692,1.9322012254242638,True,0.9843878935981538,True,-0.46467550361881094,-0.4353303984127161,True,0.12937589777646422,0.035230761320755095,0.12,True,True,True,312
11,93,0.4746848147701229,2.974910018834735,True,0.8086007568329172,True,-0.4579815651758002,-0.43240432516942606,True,0.47056136430242407,0.024991862893938333,0.43,True,True,True,313
17,97,0.40465639758687727,2.8933330825391987,True,0.8646969519646358,True,-0.4567701959442037,-0.4408456375826002,True,0.39267192268859563,0.017490656634898905,0.82,True,True,True,314
9,49,0.19047519127770995,0.1838098605657157,False,0.7316478789246951,True,-0.51589998356986,-0.4549361277158433,True,0.5503920306932345,0.04337193476879142,0.01,False,True,False,315
3,89,0.5396424573009672,1.0157747697860988,True,0.7798260013020378,True,-0.46123498066699664,-0.45407907836861683,True,0.5389699643086192,0.0030292069766127685,0.52,True,True,True,316
12,97,0.15770527614566193,1.9886321680204175,False,-0.18725597674750616,False,-0.4545169053218878,0.23269661495984012,False,9.515569993959756,0.7206479669973234,0.01,False,True,True,317
18,100,0.5425408548525716,0.9041920060376483,True,0.7591804162587884,True,-0.46430414710090184,-0.4440698106656381,True,0.5545844652017484,0.02283869018910068,0.87,True,True,True,318
3,15,0.45368808494777535,0.25261588942987634,True,0.7214375994203039,True,-0.5036145275982644,-0.4092907423611894,True,0.4736456655213083,0.05389739049979904,0.05,False,False,True,319
2,71,0.3462991216385298,1.0657367955332493,True,0.8910283152564247,True,-0.4401161707091522,-0.43279348707398313,True,0.33277399912520844,0.0036613418175842904,0.5,True,True,True,320
16,94,0.13052279493526908,2.980789755635075,True,0.9826345641445764,True,-0.4534285173327377,-0.4490543227736314,True,0.1317308753021359,0.0043335082273102165,0.92,True,True,True,321
9,59,0.05778196254010568,2.8882615333568786,False,-0.25044941814798616,False,-1.0258399170663628,0.30479438560039485,False,11.096413308678168,0.850463789166653,0.01,False,True,True,322
15,88,0.5511708844125089,2.791701972886047,True,0.75809231278672,True,-0.4775880929238255,-0.442666567247541,True,0.5554895425495181,0.033529315338945355,0.39,True,True,True,323
8,59,0.08228854953560369,0.0906975793874123,False,0.7962917672403172,True,-0.486154044812225,-0.4263754947445055,True,0.4290649897207745,0.027722155814521407,0.01,False,True,False,324
2,67,0.4568740246111336,2.5949209432748637,True,0.8077591958497821,True,-0.4612655947288217,-0.4443092919715441,True,0.47997042960483627,0.008478151378638332,0.73,True,True,True,325
11,99,0.2867568132554671,1.754956489623782,True,0.9190973421422689,True,-0.4594205495958516,-0.44532143660590817,True,0.2889972803914681,0.011308272649023567,0.74,True,True,True,326
15,57,0.34487183612786665,2.2291720693750547,False,-0.11604633673523224,False,-0.8227284260454398,-0.31835075355828896,True,6.868537774851518,0.46616398081387445,0.01,False,True,True,327
6,85,0.42927439237429155,0.6655860237729336,False,-0.19698488383161594,False,-0.4340539958254552,-0.3346100895444197,True,1.898118342656227,0.11766625821876946,0.01,False,True,True,328
5,52,0.19081090275351886,2.323371574106883,True,0.9620559226963447,True,-0.46019369991120485,-0.4327815702797247,True,0.1844251518748672,0.017754553411062086,0.02,False,False,True,329
4,96,0.40908144294902765,1.1280742765292862,False,-0.35200153751067553,False,-0.7707900574618769,-0.4188469903118427,True,2.1287455408405207,0.18433281508186297,0.01,False,True,True,330
5,42,0.43476174172895826,2.62228797305297,False,-0.5387329505880174,False,-0.7058553136664376,1.4542105508188676,False,12.156896637850494,0.9829065022407432,0.01,False,True,True,331
13,72,0.05930943422355073,1.4437864854095068,False,-0.13866669901392426,False,-0.41926034255358774,0.055139011101038145,False,4.249791435877146,0.312960157189062,0.01,False,True,True,332
15,69,0.2084587859375005,0.11854025916961763,False,0.7282572721501269,True,-0.4941040756765026,-0.443412264821347,True,0.566984365997742,0.038162903190114596,0.01,False,True,False,333
12,81,0.11784583253748135,0.3802272087059717,True,0.9846827892511322,True,-0.4537616654585019,-0.4467474008098721,True,0.11923972354296421,0.00657930201343168,0.28,True,True,True,334
5,63,0.19630652718326025,2.81208712528099,True,0.9556972178428619,True,-0.45005621806747953,-0.4392061117872232,True,0.20476705805614204,0.004790169144392971,0.09,True,True,True,335
5,14,0.2583379613487,2.143685733095314,True,0.9129093667752217,True,-0.45244471406612713,-0.4219238747017826,True,0.2621305819263416,0.03839107603475153,0.54,True,True,True,336
20,51,0.34555243857165135,1.3864032196300098,True,0.9011092123397625,True,-0.4571249493557423,-0.44235190827876375,True,0.33722315771549294,0.02101052360166345,0.8,True,True,True,337
3,97,0.14374637059713674,1.6479315965522985,True,0.9812717819323113,True,-0.4616521771227112,-0.45065176080610303,True,0.13728604284630821,0.00515442670678189,0.03,False,False,True,338
16,93,0.11103371295284994,1.1763715355835433,True,0.9865648253138707,True,-0.4556691114291808,-0.44889990270473457,True,0.11553338694751894,0.007283505645632156,0.38,True,True,True,339
15,95,0.583788275128988,0.7160448424987347,False,-0.058951818114302945,False,-0.531112118004383,-0.2687846206701297,True,3.395733133206972,0.2225452437964574,0.01,False,True,True,340
12,7,0.2633112957079825,2.378456352744089,False,-0.19964442042208774,False,-0.3865477731346264,1.1816313095852693,False,7.424479300603503,0.6686263966421847,0.01,False,True,True,341
7,71,0.4868914903304245,2.716854177365712,False,-0.356442746494672,False,-0.5216808708122417,0.6997021666301814,False,10.625431089396564,0.8319131251831237,0.01,False,True,True,342
15,26,0.24816759482777412,2.218820841036763,False,-0.16407654584159692,False,-1.0588741331534322,0.23340422808783873,False,9.853873670537313,0.8105310386997526,0.01,False,True,True,343
10,66,0.34338029017640315,2.288864788113993,True,0.8949421491354479,True,-0.4657837950691494,-0.44265429140511225,True,0.33674026677787505,0.019523622765923385,0.08,True,True,True,344
13,59,0.38948216064542157,1.226991893206205,False,-0.04652909854042253,False,-0.6344462451110183,-0.39234331567396646,True,3.0095228376356262,0.2537803080363343,0.01,False,True,True,345
4,35,0.39528029181833507,2.252715277045655,False,-0.8036248364861525,False,-0.9066976653340878,0.20793735630349655,False,8.22104897729987,0.5566611220303935,0.01,False,True,True,346
7,59,0.3403876056068332,1.777491259993055,False,0.014337208374756494,True,-0.9928505300153593,-0.47130656210070454,True,2.8462894333136255,0.25783714130881047,0.01,False,True,False,347
19,63,0.42431785295469776,2.9045359597906613,True,0.8384873491868893,True,-0.4602259442411259,-0.43790295860278566,True,0.430550089729302,0.027904647244204807,0.06,True,True,True,348
16,54,0.4513662495840547,2.7563699543050433,False,-0.12989602474573148,False,-0.46986472567243914,0.30438113991739657,False,7.747851900453185,0.6992351327295148,0.01,False,True,True,349
8,81,0.10088160100716055,0.8319389311042457,True,0.9902977969533685,True,-0.45276471124221407,-0.44761183129270693,True,0.09510753787692781,0.0044745065138409364,0.81,True,True,True,350
16,70,0.23565275339001546,2.985180716539832,False,-0.12987834263133236,False,-1.16098569921304,-0.3721699937335026,True,13.932355998157181,0.9879157182355238,0.01,False,True,True,351
12,11,0.18267147617248441,0.10406507868984693,False,0.8140806313748298,True,-0.4897171792748252,-0.4361891849779502,True,0.44068037828438356,0.06020448993643409,0.01,False,True,False,352
18,16,0.2953569149238929,1.2164076060515172,True,0.9164817994607868,True,-0.4768158815251197,-0.4468068074371425,True,0.27711007167078194,0.040423221676617146,0.96,True,True,True,353
7,93,0.2866680491388893,1.6547013623382931,True,0.929259263259145,True,-0.46086606964308374,-0.44813013439233074,True,0.2753179653969298,0.009284110202492526,0.56,True,True,True,354
14,15,0.5785219692422191,0.435418010629697,True,0.691555572022287,True,-0.44005550563455004,-0.38194783628762574,True,0.6172479877782638,0.05847841889242754,0.98,True,True,True,355
14,44,0.4890653200156523,1.4417249632252362,True,0.7932702802445852,True,-0.4627494896696456,-0.422590019673745,True,0.48512414835192463,0.04223186731945942,0.28,True,True,True,356
9,68,0.3874437032840958,1.8362793783439466,True,0.8679171679319727,True,-0.4597097956230459,-0.4351834719695707,True,0.3799330767226485,0.022678282517678377,0.34,True,True,True,357
6,20,0.34312728506196655,0.9848702085323886,False,-0.3664279969679647,False,-0.7383734876894812,-0.17111882550476995,True,3.7953146710511043,0.30179248316959545,0.01,False,True,True,358
16,54,0.5680590127269826,2.440172194673614,False,-0.11698031291623678,False,-1.2080828136509645,-0.2667001706466387,True,11.18887963968845,0.8390897431573697,0.01,False,True,True,359
17,21,0.1107030700845679,0.43482499136134245,True,0.9869756124731178,True,-0.45483057516752945,-0.4433387536218157,True,0.11032803226447972,0.012754350800468061,0.32,True,True,True,360
18,50,0.09004571603193795,1.1658603204957263,False,-0.03660818725544179,False,-0.7722649394817781,-0.33402225514716005,True,4.1098969588807295,0.33188583639348623,0.01,False,True,True,361
5,60,0.5739832525815917,1.732916883610191,True,0.7049044381715206,True,-0.4448857707929743,-0.38945374033318786,True,0.553764004709671,0.03473006920809459,0.41,True,True,True,362
7,82,0.24439030810265494,1.9885480096042305,False,-0.3613554968762127,False,-0.6451558651359209,0.19471251418919366,False,7.370211076271775,0.5307031867887786,0.01,False,True,True,363
6,92,0.4578635685409444,1.399662134428538,False,-0.3858813628481448,False,-0.8488250753619403,0.0480987604237018,False,5.263322282245521,0.3691152117169507,0.01,False,True,True,364
4,53,0.17478331688951299,1.9892582676080224,False,-0.23121195708569497,False,-0.40218483141862305,-0.21390624831954483,True,1.3201426095494881,0.10072693387415303,0.01,False,True,True,365
6,25,0.25613183832553704,2.0618815049453962,True,0.927679438733136,True,-0.47007943277204095,-0.4341815837360231,True,0.2570482561765912,0.024680392153789407,0.05,False,False,True,366
9,97,0.5854870037011598,2.094725744547821,False,-0.2590061040617264,False,-0.9383465609604791,-0.0222825728570293,True,10.545862311405903,0.6747404824370827,0.01,False,True,True,367
5,45,0.597595579919114,2.480643502228054,True,0.7364572327729124,True,-0.5017934510293603,-0.4085170188075499,True,0.5687338662299941,0.052041104121075,0.15,True,True,True,368
12,75,0.09882041787646581,1.5705015585420596,True,0.9897251136004594,True,-0.4542312257875499,-0.44820926623696156,True,0.09962507044912142,0.005488831971448645,0.28,True,True,True,369
3,61,0.44018368781260603,2.5913534247305634,True,0.834946366649866,True,-0.4722833989981502,-0.39827132381064856,True,0.4310302719008039,0.03032703074396348,0.49,True,True,True,370
2,32,0.4379713919696537,0.07433178743588231,False,0.734350585628806,True,-0.5327051733951336,-0.4143289780716656,True,0.4390161943953253,0.059188097661733524,0.01,False,True,False,371
10,19,0.28844457159003295,2.962980084564201,False,-0.21555671948069333,False,-1.0558544597957222,-0.2876702320606571,True,9.607060743345727,0.6683799647889929,0.01,False,True,True,372
12,65,0.4267205015467213,0.5659334605651712,False,0.10976816352662755,True,-0.6157159924244489,-0.44210827657518764,True,1.9173535345777084,0.1388635355886631,0.01,False,True,False,373
14,17,0.37290493897124416,1.6950604345937852,False,-0.16355413553514975,False,-0.8639859083477189,0.17001368975947462,False,6.211818517271302,0.46837690137447835,0.01,False,True,True,374
16,96,0.33819637867869223,1.1514196967144905,True,0.9005926548159477,True,-0.46603616974176415,-0.44972664874628304,True,0.32582624335121174,0.020215628364023908,0.05,False,False,True,375
15,93,0.5589108353023858,2.945222590477555,True,0.7591626299788156,True,-0.46340213894339677,-0.43149781616424765,True,0.5651987291402075,0.0320813885606112,0.09,True,True,True,376
7,10,0.0849847044118516,2.1411656981059197,False,-0.4099224852779231,False,-1.8947840441044908,0.2824967685890252,False,8.417234040402562,0.6536923841916575,0.01,False,True,True,377
16,45,0.5760222581198567,2.5075246873082238,True,0.7424918015023458,True,-0.4575093689412683,-0.41058908770329605,True,0.5765555762532838,0.048250038816813244,0.05,False,False,True,378
19,18,0.46752106774108754,2.2072059216567004,False,-0.0885274501268043,False,-1.5826306617155086,-0.24585279301190072,True,10.540609987568281,0.805544475507387,0.01,False,True,True,379
19,69,0.061011893904555886,2.430956356483228,True,0.9962680178391838,True,-0.4527001903882674,-0.4483790554038645,True,0.05980386570634879,0.00456658281817886,0.27,True,True,True,380
5,12,0.559510975755895,1.8288923014966023,False,-0.798271161499414,False,-1.148430036698181,0.4488881314053956,False,5.577275859946331,0.503521868676769,0.01,False,True,True,381
18,62,0.12478058146452631,0.9907805450447813,False,-0.04278287834965533,False,-0.7254209128376272,-0.30815107050184753,True,4.428758066413248,0.3371022891869138,0.01,False,True,True,382
6,77,0.5071109400874968,0.11111936532815048,True,0.810819851597897,True,-0.467064542143252,-0.43996910397142475,True,0.4764553172025979,0.017705263093543047,0.92,True,True,True,383
6,71,0.31916395688442645,1.232978174156547,False,-0.44062514429328226,False,-0.5913226931060157,0.09281527673887674,False,3.470651846090161,0.2872361098070227,0.01,False,True,True,384
19,42,0.417372503706167,0.3332111287714117,False,0.2618575256680752,True,-0.5680769475172645,-0.4214195853380211,True,1.6345426764035589,0.1052718323809907,0.01,False,True,False,385
8,29,0.40832507633768167,2.4617433809892995,False,-0.22497552014473965,False,-1.3098543415682808,-0.359097226604547,True,5.903758809544567,0.544133434870023,0.01,False,True,True,386
14,20,0.36149848706078214,1.4663814990968416,False,-0.1128790969431972,False,-1.052208119050353,-0.22093824637119402,True,6.588825043900833,0.5063862911800858,0.01,False,True,True,387
17,47,0.47047126614977713,0.7335146133056534,False,-0.03312320820661108,False,-0.5570799556919098,-0.3013041979765624,True,3.1205991972316816,0.22743286597495704,0.01,False,True,True,388
20,32,0.4956623413217467,1.3336957536285148,False,-0.0469024220897738,False,-0.7407906707917142,-0.34559974255181625,True,4.526269855999142,0.35053916735190677,0.01,False,True,True,389
17,86,0.31736921486101827,0.4469050018975965,False,0.15582844782941085,True,-0.5139592597109682,-0.371717406742696,True,1.6419047488557181,0.11454632635660059,0.01,False,True,False,390
11,10,0.3145466603946009,2.796696154756124,True,0.9154294551216985,True,-0.4585391838599639,-0.4149347084232211,True,0.2796895040953723,0.04875095183331816,0.93,True,True,True,391
12,93,0.10176952541829043,0.7464840329204532,False,-0.029569218912502526,False,-0.5209997219893472,-0.2857474621011783,True,2.101683260134294,0.15312215707554414,0.01,False,True,True,392
19,99,0.5681664329491805,0.34269000575642083,True,0.7502410205626531,True,-0.45875359465325133,-0.42910032299020817,True,0.5602827880648481,0.03518187247274508,0.17,True,True,True,393
10,70,0.2863127997073582,2.5152291813692993,False,-0.2260827612878351,False,-0.7189347122051124,0.1458114240177768,False,10.353242995175965,0.7919122841340408,0.01,False,True,True,394
4,93,0.4552633882198974,1.823547712016253,False,-0.7928457207793209,False,-0.8619030195647283,0.3736731207456303,False,8.125162986612821,0.5433655327996,0.01,False,True,True,395
18,89,0.2512967541776952,0.5502407512727163,False,0.05656441516100397,True,-0.4975612851056614,-0.3391141105070617,True,2.272951690084658,0.1910429224634786,0.01,False,True,False,396
15,59,0.30201665127089483,0.9958905284597535,True,0.9128816388719694,True,-0.46387668480407984,-0.4425625548474093,True,0.304640734348438,0.0223242861545252,0.45,True,True,True,397
7,37,0.35338867806288976,1.4459245939368168,False,-0.15413605501106553,False,-1.1401918080666853,-0.42822284733779326,True,3.8376951192672553,0.3138481440692686,0.01,False,True,True,398
5,34,0.35680436887312245,0.2726789700494786,True,0.8808406297433549,True,-0.45233721443000324,-0.4328178441388391,True,0.338792471421198,0.011278165385489414,0.97,True,True,True,399
3,46,0.5001620995934329,1.6770759465121603,True,0.8268852155568626,True,-0.4544884448190608,-0.4142729915513657,True,0.46507556836728503,0.017796854895306746,0.73,True,True,True,400
3,82,0.27992150124112314,1.8010407299288858,False,-1.2629484580443688,False,-0.4455348726428575,0.41738959970906253,False,4.431799126058833,0.39473012397168106,0.01,False,True,True,401
13,14,0.31475915838348395,2.1900798899749843,False,-0.1330197348341038,False,-0.8680775134866927,-0.22786657263149326,True,6.319235193926154,0.5288884230190144,0.01,False,True,True,402
16,86,0.49087656293714566,2.1858533378102405,True,0.7981733330637413,True,-0.47418901987583534,-0.4470773714528626,True,0.5072271730904955,0.029409567445441688,0.45,True,True,True,403
12,62,0.59900872744677,2.1865681943735815,False,-0.16417055960926974,False,-0.643498592038751,-0.09820846674617156,True,5.945294962144436,0.4337134307462706,0.01,False,True,True,404
6,15,0.3001562945349671,1.352928294546739,True,0.8804765048980425,True,-0.496162931490412,-0.4396344964705601,True,0.35198165830373923,0.03617808361308338,0.08,True,True,True,405
13,14,0.33448003861890996,0.39383798899052624,True,0.9004730552001894,True,-0.45551682354117684,-0.415351106855781,True,0.32539306535134965,0.05014193186549316,0.89,True,True,True,406
4,6,0.5601085117166421,1.4596595600200024,True,0.8106309906966924,True,-0.5401698809206057,-0.38748212174069,True,0.43754715564547053,0.09499096150619174,0.54,True,True,True,407
7,71,0.29302092974576266,1.4155769859657834,True,0.914779943128239,True,-0.45580060562260594,-0.4378333464613483,True,0.3019265605293544,0.01393955852052297,0.03,False,False,True,408
10,47,0.35499379647940477,0.351933244541347,True,0.8831383212541011,True,-0.47889757913238074,-0.45494316150323844,True,0.3604414025267953,0.02139935809705252,0.87,True,True,True,409
16,52,0.1983835213751069,2.681575296234659,False,-0.13835267943760998,False,-0.6260764944648386,0.016961147279628216,False,7.0114253891401965,0.4864706367227168,0.01,False,True,True,410
14,87,0.25155193183525104,2.908128298069439,True,0.9342335587255153,True,-0.4509848607592629,-0.4340272385773263,True,0.2493673934412933,0.018165290932326317,0.2,True,True,True,411
7,12,0.21315469666339765,0.37472213561924095,False,0.4881937004457997,True,-0.5074258938584335,-0.3592553712522056,True,0.7921469154293604,0.0699115108161022,0.01,False,True,False,412
2,51,0.1828616252969295,1.3834969610888161,False,-2.932822912001207,False,-0.7648197883720647,0.16309668630547972,False,6.390547443141249,0.46395823733877206,0.01,False,True,True,413
14,8,0.327292782669714,2.5380168170903943,True,0.8809756839428161,True,-0.4943934959627828,-0.45140803474566893,True,0.3493866379295314,0.05675856627834407,0.51,True,True,True,414
20,38,0.4178210403508372,1.2021305560002316,False,-0.0928013295356449,False,-0.4248137513099223,-0.13414889632194063,True,4.334921303031822,0.34485037457129925,0.01,False,True,True,415
9,18,0.3217281871130771,2.64577880943043,False,-0.25889465248803467,False,-0.7293160231085651,0.605278958338709,False,10.801266155393098,0.8727512963593994,0.01,False,True,True,416
17,15,0.22256216519544614,1.9254959660569222,False,-0.13525208679932765,False,-0.8678641484524638,0.08654118445554386,False,9.2969572648136,0.6297979306038861,0.01,False,True,True,417
18,15,0.17634752899352862,0.2797694011057984,False,0.29961967270827794,True,-0.518271130414394,-0.3549977416367038,True,1.1952116544957703,0.09894640445918516,0.01,False,True,False,418
17,23,0.09676305393351209,0.3746787513964773,True,0.9897552378519014,True,-0.45161461083716076,-0.4441181921795165,True,0.10198660824612205,0.011385440174673453,0.88,True,True,True,419
20,99,0.37927984059777803,2.1157948980979464,True,0.8696234274067154,True,-0.46265127978043075,-0.44470703381345794,True,0.38302025138276596,0.023853030669293767,0.06,True,True,True,420
20,65,0.4252598658903559,1.7977789312473473,True,0.8310463260778287,True,-0.4508882113411662,-0.4245602508975616,True,0.4304187858136923,0.028025731455757406,0.42,True,True,True,421
10,28,0.25710269700462113,1.7087457189964455,False,-0.20657699292823617,False,-0.7569788836277169,-0.16210354084511286,True,4.425518225913242,0.2597954432232687,0.01,False,True,True,422
9,35,0.3631725272279494,2.355643637517259,True,0.8587193815416865,True,-0.47921402563043924,-0.4299842467705987,True,0.39143864601260414,0.041906629594469405,0.28,True,True,True,423
11,89,0.26932378553035125,2.622634878090367,True,0.9312629192363574,True,-0.4605431844549595,-0.44411239687743337,True,0.2643107897069884,0.012875547470538875,0.2,True,True,True,424
5,69,0.5815254485736574,0.14717084896116528,True,0.7320064172201002,True,-0.48719190223122,-0.4477834309177615,True,0.5790025108158262,0.02485726386642814,0.86,True,True,True,425
13,60,0.4307114126365923,1.497753112570775,False,-0.13769785459610384,False,-0.941841135987144,-0.2837244031456437,True,6.617230927433484,0.5043714385232712,0.01,False,True,True,426
17,85,0.3797631895674448,2.4945572162407053,False,-0.12335730126466116,False,-0.7721738071240826,-0.005371653443730774,True,10.282479006512103,0.664649426761522,0.01,False,True,True,427
12,33,0.11858890346204616,0.11863669546980204,False,0.7928798780904827,True,-0.47245554842142556,-0.4297344087513515,True,0.4359179943183249,0.03274956478613859,0.01,False,True,False,428
3,39,0.12028800544190921,1.9292476705732198,True,0.9839307087108713,True,-0.45838245399699795,-0.4414238305873459,True,0.11743575642395931,0.007670098864269372,0.48,True,True,True,429
17,28,0.43609395940285534,2.410260985662929,True,0.8418206017181094,True,-0.4656176596823189,-0.4356149401982854,True,0.4376504897506838,0.02869598529830608,0.88,True,True,True,430
16,41,0.4257793757672667,1.7064961363734625,True,0.8169687528071835,True,-0.46668931195038194,-0.43387530205460184,True,0.44797550091677674,0.032380914151850494,0.65,True,True,True,431
14,27,0.16608574138907706,1.6850138450699355,True,0.9701299369631855,True,-0.45866553363547086,-0.43832693951124924,True,0.17138174754827804,0.018975534871612007,0.34,True,True,True,432
14,72,0.3377013897450866,2.0290390618202583,False,-0.15328482964812884,False,-0.8041263943417382,0.3539328009822697,False,11.48656991713079,0.8390911138255666,0.01,False,True,True,433
19,64,0.14602331311413017,0.18261979296284359,True,0.9776596088374819,True,-0.451849494496935,-0.44673794176517245,True,0.1494304317254063,0.005667250084880762,0.87,True,True,True,434
14,81,0.07209785584967501,1.0889646242124753,False,-0.07362940884085223,False,-0.541682788855616,-0.30237004621439306,True,3.62766547799782,0.27296946943363143,0.01,False,True,True,435
16,46,0.3871419179210126,1.2919771337229538,False,-0.11459986904414632,False,-0.5529262615010484,-0.13239186551364984,True,4.388950684570082,0.2796833744556413,0.01,False,True,True,436
17,73,0.40928429191790816,0.9672428630978768,False,0.025681228764104835,True,-0.8476727036978718,-0.5226339524957946,True,3.585598338001321,0.2359534829015443,0.01,False,True,False,437
18,33,0.5855298802143082,0.1259113028535166,True,0.7279420023891979,True,-0.48012493565422915,-0.442392047181999,True,0.6115591304674498,0.05540121778956614,0.82,True,True,True,438
11,39,0.2598322098918365,2.559939280239189,True,0.9412413942797194,True,-0.4689979030239503,-0.44793063376866377,True,0.24864579597937736,0.019044032738609832,0.16,True,True,True,439
16,59,0.23431134130737225,0.5360681546289864,False,0.12064707726636004,True,-0.6184647462953294,-0.4336069583959836,True,2.1055373991956663,0.15377635999560468,0.01,False,True,False,440
3,28,0.33909643493339015,2.4808228983012635,False,-1.2239492726143615,False,-1.4833658475395657,0.17389750690337374,False,7.905918027861759,0.7003268462593609,0.01,False,True,True,441
20,78,0.44797921819470676,0.0220252131023978,True,0.823936055885519,True,-0.46305040059392605,-0.44800384579650465,True,0.45020642933954474,0.01767861584864447,0.79,True,True,True,442
19,33,0.3749838655481956,1.9849263057993214,True,0.8791088405044237,True,-0.4605224081369797,-0.44473212354355923,True,0.36353843914946654,0.019937816332737283,0.9,True,True,True,443
5,42,0.076684272385524,1.5160202818267106,False,-0.32056088056249554,False,-1.1607952252013094,-0.7420293872775998,True,4.590295340457697,0.38878774008482025,0.01,False,True,True,444
17,35,0.28204059301814116,2.31570127207629,False,-0.07671269616568455,False,-0.7436121560170406,-0.29904784568576775,True,7.773517837049754,0.5648893246371205,0.01,False,True,True,445
2,56,0.4673994151766706,2.713736257819881,False,-1.2675862660508503,False,-0.7964150490692928,-0.3475271310350925,True,2.23972724959014,0.22444395901710001,0.01,False,True,True,446
19,42,0.4207560305480052,1.294943940678948,False,-0.10986379465078211,False,-0.4444415417192461,0.07124942307292703,False,5.209627147255834,0.373194028581266,0.01,False,True,True,447
19,8,0.3407771413350856,0.6958545872978978,False,0.04151242033750069,True,-0.5392094617383042,-0.20783116748863598,True,1.7721970141737682,0.13175922980047614,0.01,False,True,False,448
2,6,0.2601004044091786,2.9331745332939585,False,-3.29854654747324,False,-1.368609334625123,-0.06876018316889598,True,6.2692360819624025,0.08130344818490776,0.11,True,False,True,449
10,21,0.4409791452587423,0.19325401957871224,True,0.8599792905708198,True,-0.5087819511179116,-0.4549429827646571,True,0.4147837422244615,0.0492839959602316,0.68,True,True,True,450
13,66,0.06986317195857253,1.6934633501728245,True,0.9957911212073698,True,-0.45046131118617905,-0.4481941344243871,True,0.06599031012392183,0.002587527912031129,0.67,True,True,True,451
4,79,0.26052275700232597,1.1028890067028598,False,-0.6995036930525873,False,-0.6357332696263173,-0.1505651528843631,True,3.7981722758002596,0.26279174711058534,0.01,False,True,True,452
11,8,0.1568873635278865,2.8931197920014204,True,0.975927118888373,True,-0.4668450017232953,-0.43864364848469123,True,0.15050423918709835,0.032282222372288075,0.43,True,True,True,453
20,74,0.3064563902341611,2.054100984474919,True,0.9093331813341567,True,-0.4604890795298538,-0.44159573005017977,True,0.3082422388938004,0.02228367183650736,0.56,True,True,True,454
17,47,0.22099140041411114,0.23028818476560708,False,0.4995964511056271,True,-0.4932860135082265,-0.42066900234920396,True,0.9095878659970366,0.0667277029252681,0.01,False,True,False,455
15,12,0.5922416498284614,0.5189077240516554,True,0.6960016555437685,True,-0.4849403895195503,-0.39485806770300913,True,0.6271348679502791,0.094036883062127,0.65,True,True,True,456
12,75,0.3133390126323331,0.026271640872719937,True,0.9091258895078826,True,-0.46857024987904955,-0.45200579949634573,True,0.3181836478640411,0.01529662486049391,0.3,True,True,True,457
18,71,0.4407678865060461,2.674880088475184,True,0.8397544870946556,True,-0.45598746375049976,-0.44054848089510723,True,0.4345291292645406,0.01702034777912566,0.91,True,True,True,458
8,25,0.33707804070976854,2.7127337127903868,True,0.8965233749030088,True,-0.489045654065138,-0.4373350903718187,True,0.33244286079312935,0.03610161522347348,0.02,False,False,True,459
17,29,0.41126905775150735,0.6518363215013627,False,-0.05596223214388507,False,-0.5927226934743811,-0.21386691359251503,True,2.9777528499812695,0.2265308840373043,0.01,False,True,True,460
3,28,0.3863235115278825,1.5501195663211078,True,0.8711247675364022,True,-0.49092161461428163,-0.43626480163565473,True,0.3706812046795739,0.023957009814456264,0.34,True,True,True,461
7,70,0.5779736723401504,0.6525625318056063,False,0.03609743116393571,True,-0.671230553112075,-0.36589695372428627,True,1.7893183766858871,0.17205567619822543,0.01,False,True,False,462
