K,n_per_facility,sigma,heterogeneity,is_universal,r2_lofo,protocol_says_universal,bootstrap_a_ci_lo,bootstrap_a_ci_hi,bootstrap_a_stable,obs_sigma_hat,obs_hetero_hat,perm_pvalue,perm_says_universal,perm_correct,correct,scenario_id
4,99,0.22358523567542032,1.2391621055132749,True,0.9383440827979588,True,-0.4556757138370191,-0.43608533227710833,True,0.23609694909045922,0.011714009018510697,0.47,True,True,True,2501
19,86,0.25988410454554456,1.7389469745388881,False,-0.10835037528321378,False,-0.5225169544580559,0.11096978633343074,False,8.115931616093079,0.5830167069095226,0.01,False,True,True,2502
20,92,0.2046563220163159,0.30345543638599226,False,0.34398383039710223,True,-0.48364468384766535,-0.3822422236692243,True,1.1390185140212483,0.06873507650272281,0.01,False,True,False,2503
13,53,0.4627521106295591,2.3537491540157225,False,-0.1783344581863342,False,-0.3957081796411597,0.3431323084481547,False,6.924900102897804,0.5655838907351303,0.01,False,True,True,2504
13,34,0.5614966012686584,2.8444592004546547,True,0.7629353598686267,True,-0.4831801836547614,-0.43718159449906596,True,0.5726579133913793,0.03840198808491305,0.84,True,True,True,2505
7,81,0.4121952220561473,0.7197437249004953,True,0.8391066010398438,True,-0.4580311148525515,-0.43063270436015866,True,0.41135234859447045,0.015992113869284487,0.5,True,True,True,2506
10,97,0.571637324030975,2.4191426779749863,False,-0.22276166047125368,False,-1.011543495896746,0.0057694986144288,False,10.130336806005266,0.6269033464582486,0.01,False,True,True,2507
12,84,0.5253193230481968,2.148073890230477,True,0.7752641584399862,True,-0.4595952519835439,-0.4220680998631211,True,0.5106358463263186,0.034954071061839675,0.3,True,True,True,2508
6,18,0.26472895571950195,1.0170943057917323,True,0.9286463458798695,True,-0.49236690369710234,-0.4251943548191277,True,0.26055093677935537,0.043357400871068215,0.15,True,True,True,2509
2,36,0.3187172425646346,1.2213960244870392,True,0.8617632755937612,True,-0.45693896636230413,-0.3937934539298668,True,0.3387103834049567,0.031572756216218884,0.21,True,True,True,2510
16,44,0.5750723953867014,1.8529188778281709,True,0.7235955070379518,True,-0.47112158736845594,-0.42371257455839917,True,0.585521724556625,0.04430922914059212,0.25,True,True,True,2511
20,98,0.5781364399844949,1.298978858566032,False,-0.04091237366430156,False,-0.6173437804198995,-0.3484709477525452,True,3.99749733679263,0.2941700969582494,0.01,False,True,True,2512
19,13,0.06132306374186347,2.917918104243492,True,0.9962889476767005,True,-0.45528172519514376,-0.4494338260572282,True,0.05959682761595297,0.007885622926553272,0.65,True,True,True,2513
8,64,0.43598597659983684,2.9911665115601993,True,0.8227912635825207,True,-0.4672343538380664,-0.4196398405222404,True,0.43762409239863836,0.03616284711971142,0.13,True,True,True,2514
17,92,0.2121913799012331,1.9946033111439598,False,-0.09641158718556087,False,-1.033999599100603,-0.3198855178595915,True,6.834123763025032,0.5373436597711289,0.01,False,True,True,2515
14,31,0.20887078646784535,0.1664075806930586,True,0.9612597163068162,True,-0.45297936763708485,-0.4345984314281394,True,0.1925907774238179,0.016883094412595622,0.95,True,True,True,2516
8,78,0.10519040456652667,1.0645393150827243,True,0.9879291625247437,True,-0.4519438481686836,-0.44361828002487996,True,0.10893646209914366,0.006199642470396383,0.47,True,True,True,2517
3,90,0.4088941309861689,1.3624659751567259,False,-1.1245750320530354,False,-0.43273921270534466,0.3571021507218302,False,3.362316967081683,0.3230123062465537,0.01,False,True,True,2518
16,99,0.44016361864251335,1.2479518987677858,True,0.8227263220618941,True,-0.45653927907926484,-0.43076449091063546,True,0.44858866654250945,0.025194139885234484,0.51,True,True,True,2519
4,97,0.5047177496460492,2.2193970094267237,True,0.7777874572694017,True,-0.48123536738336015,-0.42868798466515956,True,0.5230735928477535,0.029678469041668005,0.58,True,True,True,2520
12,71,0.2779648869184312,2.37637835473246,True,0.9281498067017423,True,-0.45581759923947196,-0.44128857391382986,True,0.26624191891975235,0.011918119189977603,0.47,True,True,True,2521
18,62,0.47588441901296313,2.247830466477244,False,-0.09680105120127225,False,-1.0319265515589269,-0.3301941216540196,True,8.543079748823,0.6294439280226302,0.01,False,True,True,2522
3,79,0.24023422043685744,2.700951665344854,False,-1.2206825889996051,False,-0.1421063863951971,1.76791478336205,False,11.56350408706091,0.7944008742787152,0.01,False,True,True,2523
13,85,0.5127239283716678,2.2127770989561286,False,-0.11142014456645666,False,-1.1310208425614476,-0.42405073279206734,True,6.460111502958341,0.5002632070257166,0.01,False,True,True,2524
6,52,0.13077464828779606,1.843697665484433,False,-0.3810800079892984,False,-0.8807629242637937,-0.03631850087954429,True,4.833824692265032,0.388589847865771,0.01,False,True,True,2525
17,57,0.3961309422725226,2.180827324217521,True,0.8561007791463862,True,-0.45557231309034235,-0.4399488964533009,True,0.3933492299184194,0.016785038706084426,0.98,True,True,True,2526
8,92,0.17943908753486926,2.179974728581234,True,0.9656120088730631,True,-0.46177297816530033,-0.44364061560469464,True,0.18283171001988627,0.015098093585016745,0.03,False,False,True,2527
9,95,0.06922059159202006,0.324491209217904,False,0.05856187295349091,True,-0.5780363768805583,-0.39997131000054953,True,1.6661949074001257,0.11592389039786494,0.01,False,True,False,2528
20,30,0.5855453361649517,1.5083170693956767,False,-0.05464330194368583,False,-0.7187820128853452,-0.3122362867357999,True,4.737255238973771,0.37542825575653277,0.01,False,True,True,2529
17,7,0.20444647829062346,2.4345553199371603,True,0.9697292251825722,True,-0.46116134722412755,-0.44058801818351634,True,0.1716698750836473,0.03869803046790284,0.45,True,True,True,2530
4,40,0.05810664589417993,1.7237256991777397,False,-0.6903558211419201,False,-1.9833544800476188,0.05242640382243324,False,8.699950335432979,0.7288778436547434,0.01,False,True,True,2531
2,72,0.06055737390043412,1.930166860085933,True,0.9964256748952127,True,-0.4479516823971358,-0.4452732508509301,True,0.05808908035824291,0.0013392157731025867,0.64,True,True,True,2532
4,91,0.4353817080866958,0.19038181968423618,True,0.8497153425698559,True,-0.460440515809652,-0.4326200831241972,True,0.3980892637874232,0.01798145277048437,0.78,True,True,True,2533
18,64,0.1523866680774034,1.7620902166536712,True,0.9770850290798127,True,-0.4531472974930494,-0.4447906967612601,True,0.14852365150048744,0.009663279179039794,0.08,True,True,True,2534
15,22,0.057768087526241324,0.6235364980544333,True,0.9967492436395385,True,-0.4528037040400574,-0.44673162306191855,True,0.057486585618179355,0.007216206010243799,0.42,True,True,True,2535
18,52,0.1497735772173761,0.7987065763372054,False,-0.0018049147504404228,False,-0.6673257605174857,-0.33223293024078654,True,3.091345741588177,0.2340635607870657,0.01,False,True,True,2536
18,59,0.21931188224693898,1.36772453279576,True,0.9495619415468521,True,-0.4625217484037501,-0.4469282557452809,True,0.22639116211587482,0.01946945261890506,0.15,True,True,True,2537
17,54,0.4825834857104087,1.8354930709003998,False,-0.12023348690705316,False,-0.5528503717587159,-0.03402810434041331,True,6.696623929325241,0.5335099802266601,0.01,False,True,True,2538
12,14,0.27724854890617384,0.4098748772148766,False,0.059013049118671,True,-0.49137334604943844,-0.2754163161177573,True,1.4308604919279637,0.09603763732798241,0.01,False,True,False,2539
19,78,0.15036461193406891,1.2122588292758962,True,0.9760220022545094,True,-0.4508466421023484,-0.4443507861362039,True,0.15066585605717786,0.007938699140716843,0.59,True,True,True,2540
18,14,0.44709199504995745,1.7807368014142557,True,0.8194369973687602,True,-0.485122038105975,-0.4358745106107742,True,0.456714550783653,0.053964138699908216,0.59,True,True,True,2541
3,6,0.051978964297535554,1.8580592827540752,False,-0.8326532094263888,False,-1.5198684063634944,-0.2983210562149515,True,3.3284913170152293,0.26794404905973396,0.02,False,True,True,2542
13,26,0.11453042022562321,0.9081251072948331,True,0.9864064963251279,True,-0.4600519350086899,-0.44402512822403845,True,0.11206313285754765,0.014365203444930441,0.07,True,True,True,2543
5,89,0.5886588425643808,1.6218279393286033,False,-0.39023827922375043,False,-1.241232959915825,-0.650063150170595,True,5.758348321728142,0.42930177256983243,0.01,False,True,True,2544
15,46,0.4987677279438968,0.3571902985782913,False,0.13562287860280564,True,-0.5552659451323425,-0.402184966100532,True,1.6756578003631577,0.11391708901997884,0.01,False,True,False,2545
12,48,0.11653594458259937,1.7706893150338958,True,0.9846707189220377,True,-0.4543361715612056,-0.44512269131047616,True,0.11891122046957035,0.008927878721509182,0.79,True,True,True,2546
7,47,0.5722472113273297,1.8955832679203901,True,0.7440641244452484,True,-0.4806706690236175,-0.4274719347630225,True,0.5748281526729869,0.03694749803657938,0.19,True,True,True,2547
8,61,0.44061195425356253,0.21807668964217597,True,0.8297749653235413,True,-0.46371572021409857,-0.4334748672538549,True,0.4396426761540846,0.02355244393338216,0.97,True,True,True,2548
15,79,0.22856134339375028,1.7231580248504565,True,0.9447284995729179,True,-0.457099490661627,-0.44204582337018256,True,0.236270352790461,0.01644809758144873,0.07,True,True,True,2549
2,34,0.5087737802146324,2.7139822149332664,True,0.7503817257358094,True,-0.4905246369783094,-0.47187967380582785,True,0.5396166951303226,0.009322481586241105,0.69,True,True,True,2550
5,44,0.12544391501365085,0.5829489763128417,False,-0.23136602158813702,False,-0.6961483809072256,-0.3524188980090399,True,1.9019117542750805,0.12849407231145968,0.01,False,True,True,2551
4,27,0.24913842776742257,1.5784191492667856,False,-0.7368615450963298,False,-1.1736091727414466,-0.11743437217762356,True,4.15139736600785,0.2692406270422497,0.01,False,True,True,2552
15,84,0.20944013311432091,0.23042633013933078,False,0.2883039194545587,True,-0.4550712527364011,-0.3370940188413721,True,1.1199178620032377,0.0849985202843084,0.01,False,True,False,2553
16,71,0.12518403748553614,2.5907693694768086,False,-0.13024612274934966,False,-1.0395660570205063,-0.05109595537303475,True,10.418637561852828,0.7291739765383167,0.01,False,True,True,2554
9,87,0.14295588095327444,1.3491200023042456,False,-0.18197390888378928,False,-0.5919016257886222,-0.30589802101076974,True,4.2849193444145355,0.33206068465134,0.01,False,True,True,2555
16,93,0.2864250405104667,0.27359533522087087,False,0.40577960322352846,True,-0.5105050402514887,-0.38039443299143005,True,0.9934077238765742,0.0757529630695022,0.01,False,True,False,2556
5,53,0.21440616621596958,1.6697396656236996,True,0.9524623778302984,True,-0.4607280447524166,-0.4400132872413345,True,0.21413141886706083,0.0130688124929267,0.74,True,True,True,2557
16,41,0.20996117042871032,1.350226367416671,True,0.9607078798042847,True,-0.46245294795614156,-0.44715102234687526,True,0.2031640132726353,0.016587847938534576,0.55,True,True,True,2558
4,32,0.23976076738398605,1.474189345991546,True,0.9341640101769271,True,-0.48106601492306633,-0.44011941727804094,True,0.24737532248935892,0.02180204154273731,0.15,True,True,True,2559
5,29,0.37913470707321256,1.5212219524086839,False,-0.4697006823266998,False,-0.5741564494440416,-0.10711882484492463,True,2.137729725510506,0.1421801524747759,0.01,False,True,True,2560
2,89,0.5660016144538927,0.6151501268408763,True,0.753251597916157,True,-0.4326334358837144,-0.4116335401003415,True,0.5136708507051874,0.010499947891686262,0.81,True,True,True,2561
3,45,0.43234291114349116,1.8309715094510874,False,-1.2577965425916053,False,-0.8976377403484886,1.045443210304384,False,8.174404332572728,0.7626582599560211,0.01,False,True,True,2562
7,67,0.31065336278473443,1.2220391669085582,False,-0.09305968637943796,False,-0.6152412673589568,-0.27402593319086965,True,2.2231789216182545,0.21088042042821614,0.01,False,True,True,2563
19,89,0.18620419138186017,0.5846147481329391,False,0.16242912841958157,True,-0.5457393822490448,-0.3842202043685052,True,1.7705834390073107,0.14391072029154223,0.01,False,True,False,2564
19,97,0.24178789253146055,1.6860179871333476,True,0.9467236347076277,True,-0.4573031213836963,-0.44776117410517646,True,0.23416019193182197,0.010522143420832164,0.23,True,True,True,2565
18,30,0.25696198009144816,2.639504944316753,False,-0.06771507921588937,False,-1.2328233965277562,-0.414866284762136,True,7.439551905499354,0.5100930185527291,0.01,False,True,True,2566
3,53,0.17110480254572963,1.3376345599747752,False,-1.034961653427061,False,-0.6868803543907367,0.09189578621977346,False,5.014578405342899,0.3612821164655133,0.01,False,True,True,2567
2,51,0.4051687329316316,2.4597245991296237,True,0.8574990811611047,True,-0.4743478003030638,-0.4298629502489045,True,0.40182436643096103,0.02224242502707946,0.5,True,True,True,2568
19,62,0.5642632166380953,0.7224495767361587,False,-0.007827568379642713,False,-0.4997237002638507,-0.21223333636543235,True,2.93781698040942,0.2009952209892652,0.01,False,True,True,2569
11,52,0.38215588498729053,1.4464274879289283,False,-0.18159591995039692,False,-0.6636025637813356,0.07195873346483954,False,5.898528323067558,0.49146295621796676,0.01,False,True,True,2570
2,43,0.39002866202392106,0.09689698088735044,True,0.8572042176037369,True,-0.46140400550932625,-0.38998615996783287,True,0.3906610519543397,0.035708922770746554,0.22,True,True,True,2571
6,92,0.0975693632557603,0.7634199323980809,True,0.9893859517009238,True,-0.45447361505287404,-0.4470532035471925,True,0.09922196409624977,0.005314891186946847,0.63,True,True,True,2572
8,12,0.5926043880551306,0.7932528360293962,True,0.7476644208719212,True,-0.47502463726573585,-0.4128133897275634,True,0.5504087271506886,0.06631478466442042,0.56,True,True,True,2573
20,68,0.5690497178121361,0.5489598570199637,True,0.7407516506136536,True,-0.4680454769287078,-0.43562190963587927,True,0.5891311068379218,0.04078065739403069,0.37,True,True,True,2574
11,25,0.4356535496244963,0.7133819801446205,True,0.8603965518241417,True,-0.4892721122258986,-0.4418350235524004,True,0.4155595991325331,0.037552784281885715,0.77,True,True,True,2575
20,95,0.1549710324430177,1.4588749772784642,True,0.9754197790063155,True,-0.4522068606657091,-0.4463226098802716,True,0.15688539225737042,0.007288679558457413,0.34,True,True,True,2576
4,79,0.1332438454405967,1.1793783803931208,True,0.979630103379302,True,-0.4547618389649308,-0.4461962710085219,True,0.1366405746338615,0.003918516043452673,0.05,False,False,True,2577
5,27,0.48077233750044335,0.6818658256004086,True,0.8500199461971603,True,-0.4926344967156603,-0.4543309515677467,True,0.482822391721143,0.021470004191169675,0.8,True,True,True,2578
14,96,0.0658723111687658,1.5063772034893796,False,-0.1305698440831582,False,-0.5826116888014008,-0.0812325924896104,True,5.382884475865446,0.464779179769775,0.01,False,True,True,2579
20,61,0.49912385584304003,1.5358095190681678,False,-0.09295918681542048,False,-0.899120501636072,-0.1668655115822328,True,6.827798719128369,0.46569409845527177,0.01,False,True,True,2580
9,63,0.5820457273838108,1.6643916664587435,True,0.7402390204885504,True,-0.472750913913457,-0.450856025054052,True,0.590592278078933,0.017156316351867235,0.67,True,True,True,2581
15,97,0.43364769315402685,1.9548754287546128,False,-0.1252243072829229,False,-0.6055791928552132,-0.03529500812852625,True,5.470482342378239,0.42367955672296664,0.01,False,True,True,2582
20,50,0.33272947995007035,2.724235460451364,True,0.8995798711334375,True,-0.4649698732299678,-0.4440044801981805,True,0.33381898450182007,0.02722370568243996,0.45,True,True,True,2583
6,55,0.3473624126107389,1.7438314169977465,True,0.8846376250964899,True,-0.46645091992434695,-0.4387465809760926,True,0.3350263094736662,0.019081751839635723,0.56,True,True,True,2584
18,41,0.2430069088631176,2.862432713253838,False,-0.1213033354718065,False,-0.46813205362790394,0.45095181027190434,False,12.620355737514279,0.9725604136371436,0.01,False,True,True,2585
7,96,0.3664766697257221,0.6760694936188126,False,-0.21049575683014266,False,-0.5613356190828834,-0.2998621843098968,True,2.6148359199403046,0.20519966949256868,0.01,False,True,True,2586
16,61,0.07264365538559057,0.7758145984082357,False,-0.08750965622544071,False,-0.5122818555924962,-0.2696317223364431,True,3.657864900204028,0.24661657065367001,0.01,False,True,True,2587
12,37,0.46490592020470484,0.8484006306236185,False,-0.15832004622248208,False,-0.648368473548645,-0.19880034114103076,True,4.894102132868916,0.3914613461622918,0.01,False,True,True,2588
3,74,0.1857098426831914,0.07059015313662154,True,0.9656185772608542,True,-0.4581583612257526,-0.43101679631357503,True,0.18955925384410902,0.011711696094291988,0.08,True,True,True,2589
13,83,0.2926637819001538,2.5308586879802113,False,-0.1756565169129669,False,-0.8327048819637678,0.22327021317270898,False,13.138096061792117,0.9173799457886668,0.01,False,True,True,2590
14,18,0.37860651116621197,1.6801928536929047,True,0.8490043067418525,True,-0.47370565477688364,-0.42301383498354583,True,0.3903583961782466,0.04518641827683616,0.41,True,True,True,2591
18,63,0.48230823677977436,1.1825013449360102,False,-0.06655817242485718,False,-0.5650408214632808,-0.2159176549242508,True,3.887201400350335,0.30691584603773964,0.01,False,True,True,2592
5,73,0.3708551589006113,1.5861881351249727,False,-0.6042791619923453,False,-0.3059052034998377,0.24438755822018668,False,2.983842250381738,0.23358149002461556,0.01,False,True,True,2593
19,78,0.07113746375697828,1.9444101504057683,True,0.9945121965181029,True,-0.4512679153694317,-0.44873194989284837,True,0.0711384538218248,0.0033189082690425536,0.12,True,True,True,2594
11,58,0.5297300747798869,2.9792345585375024,True,0.7809034084438267,True,-0.4807865241283551,-0.4468770012668569,True,0.5302703234523557,0.027379251141778735,0.61,True,True,True,2595
11,60,0.34179149090250693,0.6702885108346174,False,-0.027479597849060955,False,-0.42506263766350244,-0.19785536918602067,True,1.7634470584117887,0.16496223380987285,0.01,False,True,True,2596
5,63,0.42606995797251196,1.9455583010210806,False,-0.48467676963454864,False,-1.1291389385723483,-0.27098678008217236,True,8.033861147870532,0.5408431724291827,0.01,False,True,True,2597
3,18,0.36122245042703127,0.1481940304127245,True,0.9024682582321483,True,-0.5469310423864675,-0.4517260778885723,True,0.28039093628167105,0.040285020848545225,0.06,True,True,True,2598
12,86,0.5733038471903642,1.5765929224118578,False,-0.1691957421267558,False,-0.8343654828240784,-0.16484981003767538,True,7.121137650742082,0.49033664783706365,0.01,False,True,True,2599
13,67,0.13733824388251914,1.3283437206034492,False,-0.12657832319664575,False,-0.7177599185941728,-0.23807443658383984,True,5.603789731460878,0.3661735107619168,0.01,False,True,True,2600
15,61,0.4604106513126582,1.3000753031229706,False,-0.06462945337463566,False,-0.7893036914838847,-0.4024872936883849,True,4.0792413072052875,0.27729254773761675,0.01,False,True,True,2601
3,34,0.15477791591167836,1.2767303982508187,True,0.9784768550672964,True,-0.4623761808123268,-0.4440112281874397,True,0.15185831669515418,0.007544657988813569,0.7,True,True,True,2602
18,94,0.059465665623410026,2.826162041117712,True,0.9961658204001689,True,-0.4520348383755179,-0.44982926450589095,True,0.06010767108369976,0.002630322578175997,0.93,True,True,True,2603
14,48,0.1700916722724467,2.6104587256837815,False,-0.15812372937585972,False,-0.7610918314906444,0.06983624206283977,False,9.478241957922908,0.7845976544620616,0.01,False,True,True,2604
16,96,0.333455438275576,1.225135663218086,True,0.8938903426142993,True,-0.4516806637668028,-0.4358884112011232,True,0.3313708896227547,0.015907635272188973,0.27,True,True,True,2605
7,58,0.2642861436288927,0.3024124774008199,True,0.9274012715971032,True,-0.46102343776628707,-0.4405039054262561,True,0.273215946114099,0.01625919626241208,0.52,True,True,True,2606
3,53,0.31243829953018276,1.9707839104912113,True,0.8979531271679915,True,-0.4716215781742985,-0.40776798597063396,True,0.30205149930419867,0.031176972342494176,0.13,True,True,True,2607
2,77,0.5825656910481887,0.43075908647096484,False,-0.32495234470915246,False,-0.42639296904041596,-0.3636715753806222,True,0.7710618207402743,0.03136069682989648,0.01,False,True,True,2608
14,21,0.5019406189042428,0.4944749538522917,False,-0.06798628601149193,False,-0.5442775539004933,-0.22198245762143243,True,2.488637648223798,0.20483621575514646,0.01,False,True,True,2609
7,100,0.45956572626239667,0.5303840888874963,True,0.8182736537796922,True,-0.47924694659383654,-0.4313615791307364,True,0.4753710615810099,0.036209720082516446,0.08,True,True,True,2610
5,8,0.05731289598972064,2.329165763524661,False,-0.7541467560771067,False,-1.250253561351724,0.45136669751498165,False,7.428775299376767,0.4217287294506828,0.01,False,True,True,2611
17,92,0.2919555775718188,2.070930282389308,False,-0.11227685105325302,False,-0.9584455907898101,-0.3098712419082789,True,9.639286624636032,0.6967001132810504,0.01,False,True,True,2612
6,17,0.5467515909435339,2.637600109877407,True,0.7616840519812974,True,-0.49443310635680404,-0.3805457000091171,True,0.44784720334466727,0.08745457489121047,0.08,True,True,True,2613
9,89,0.0559451807911147,0.447443167045271,True,0.9966326615460765,True,-0.44954416966218314,-0.4461370394775929,True,0.05503567312959697,0.0025103014994212005,0.03,False,False,True,2614
2,74,0.49410997135028994,0.1638566700880575,False,-0.11760052667843546,False,-0.4505340164208254,-0.3490356702302886,True,0.6840971102456616,0.050749173095268524,0.01,False,True,True,2615
6,91,0.22975871371708673,2.679625685944669,False,-0.4070480631020088,False,-1.225728406321635,-0.13012147828574364,True,7.866462283442873,0.6759051536097569,0.01,False,True,True,2616
16,96,0.053688087632642476,2.7501700921996344,True,0.9968731346627127,True,-0.4520598221502449,-0.44973170346520597,True,0.05513830831930044,0.002391832570099319,0.82,True,True,True,2617
14,19,0.3231117019390222,1.266885981698168,False,-0.1050572599073778,False,-0.8140693916672357,-0.34800749697088884,True,4.83201296959817,0.3498239227355845,0.01,False,True,True,2618
11,81,0.36265607109178505,0.14414713992395045,True,0.8777772084514927,True,-0.4620323214684319,-0.434081264199587,True,0.3685828685477515,0.02645769100225916,0.12,True,True,True,2619
13,14,0.2285469010145153,1.709097710149687,False,-0.13174092853530195,False,-0.8933257211536504,-0.2548329827965372,True,5.232570154614826,0.3341700824833473,0.01,False,True,True,2620
6,10,0.46583212564850296,1.4521813367112062,True,0.7486322922598204,True,-0.5100535765963823,-0.3391093567156881,True,0.4755019207741901,0.12536264863922908,0.59,True,True,True,2621
12,93,0.1246889165837058,2.630230664618125,True,0.9845232217124132,True,-0.45396896966459915,-0.4471947574110977,True,0.12441282123644601,0.005855483893453812,0.52,True,True,True,2622
3,28,0.3581539798525341,0.8550331068534102,False,-0.4406887911854904,False,-0.5882243039711327,-0.3052852049101145,True,1.9106863692935157,0.10936559997318769,0.01,False,True,True,2623
20,37,0.1249312482731962,2.015070293757277,False,-0.09029222653182711,False,-0.9657427485537721,-0.08531182601419263,True,8.552354927127222,0.6532482862861941,0.01,False,True,True,2624
2,98,0.14496485131736886,2.8836514503820645,False,-2.8959870546808855,False,-0.3885770616596943,0.18122428569353358,False,3.8273650651793356,0.2849006736766141,0.01,False,True,True,2625
11,29,0.44614188370304164,2.9202209728578286,False,-0.21609678957850198,False,-0.4486547097595338,0.42281770318195994,False,9.05926812729611,0.8160243251250058,0.01,False,True,True,2626
12,89,0.39727528455960476,0.7514756160393116,False,-0.12198790031944573,False,-0.5614480802140963,-0.3022236555349871,True,3.789793743623687,0.27118212895633403,0.01,False,True,True,2627
12,89,0.11045833490807108,0.9831975271742271,False,-0.14241023943752018,False,-0.5678410599431848,-0.16958565608660284,True,4.472272124911973,0.3269362662718127,0.01,False,True,True,2628
9,58,0.2054724933023,1.4165620014496823,False,-0.22790155648158494,False,-1.1657716006690173,-0.3258417224152614,True,7.526820157140556,0.5664481384364253,0.01,False,True,True,2629
5,41,0.3072118523557209,1.7958055227998813,False,-0.4987616407968065,False,-1.1847236742624625,-0.2777212189519311,True,6.616542183207145,0.4771431784173744,0.01,False,True,True,2630
8,8,0.39283772100475545,0.8189176191609906,False,-0.3004135165713515,False,-0.5673686864722104,0.28522898323536433,False,3.2699824020859736,0.23370039632807982,0.01,False,True,True,2631
20,46,0.3770810731856055,2.469923468176641,False,-0.10928307600139009,False,-0.6171358543741887,0.16058775008405637,False,8.504834283928462,0.7640035093720868,0.01,False,True,True,2632
15,75,0.5652895083681485,2.3159187081266346,True,0.7387896159596079,True,-0.4526484533463751,-0.4325500401544877,True,0.5647395496139338,0.01825002972136596,0.83,True,True,True,2633
2,7,0.5411483384215221,1.8804765636196643,False,0.3745151550353075,True,-0.45484827417861395,-0.33828475254071066,True,0.8121085327577813,0.036027350420252596,0.51,True,False,False,2634
16,84,0.31673681381271396,0.621816185757978,True,0.8965509984464088,True,-0.4509889927809103,-0.43536743041992493,True,0.3278042019203414,0.01637217510565582,0.45,True,True,True,2635
15,42,0.38717639337602805,0.2953720031725411,True,0.8632128951241798,True,-0.46032844772751147,-0.4287953375008567,True,0.3770840099840332,0.03184356480515655,0.31,True,True,True,2636
13,11,0.2535547965481574,2.798955100559459,True,0.9346421086138205,True,-0.46256724076715966,-0.4433601618231741,True,0.25208841551478517,0.033369200113435506,0.98,True,True,True,2637
7,82,0.2375671710604465,0.5054415659459831,True,0.9507911300233224,True,-0.452491469316246,-0.4396295484915986,True,0.2218099505145897,0.009339680102557162,0.82,True,True,True,2638
20,58,0.2995697899945863,2.6944371893517016,False,-0.07995917309188694,False,-1.333916605774735,-0.3613839364860013,True,10.960869407296505,0.7942615829490389,0.01,False,True,True,2639
6,46,0.5677442987716756,2.2468335269197426,True,0.6939444006061144,True,-0.4593766331870489,-0.4021429835626738,True,0.588983488510453,0.0449886323526758,0.11,True,True,True,2640
18,62,0.13526076681473476,1.527365509068507,True,0.9814838396937474,True,-0.45708566745393936,-0.4513358275517307,True,0.13369112253104012,0.006822402408729776,0.89,True,True,True,2641
15,45,0.3865665623310088,1.7734241001499063,False,-0.10602682116244755,False,-0.9462791985337012,-0.31219765040753034,True,7.156014663634292,0.5547364849714003,0.01,False,True,True,2642
17,92,0.2731706102384242,0.8568659004131131,True,0.9295285494743608,True,-0.4583104357871748,-0.4423521908249598,True,0.2775625362763954,0.017616751554436833,0.14,True,True,True,2643
17,85,0.11784512692473213,0.1713151130550472,True,0.98542316431431,True,-0.4519000071101867,-0.4457939241288816,True,0.11808627030108347,0.006538086917613932,0.5,True,True,True,2644
12,60,0.07236373097595938,2.901326377800059,False,-0.1855937195183548,False,-0.9254539464625207,0.0315948762028695,False,7.895555234238991,0.6481370415555783,0.01,False,True,True,2645
19,68,0.5666610250412494,0.9958960698670228,True,0.7330978846917999,True,-0.45594359907679544,-0.4238947589385899,True,0.5817923863070533,0.040415955965987245,0.49,True,True,True,2646
13,34,0.587765915746413,1.7516618652777534,False,-0.1500739674970739,False,-0.5769077473423823,-0.019831141974424708,True,6.3838452483956125,0.4239158805444692,0.01,False,True,True,2647
6,91,0.49548820676850197,1.517687837178621,False,-0.38431700753682874,False,-0.5667464758299782,-0.22757631118748262,True,4.102257633926601,0.2590881210280527,0.01,False,True,True,2648
8,71,0.18697839161137264,2.9328480650340665,False,-0.29004737319152385,False,-1.3711824406147082,0.06559567808517491,False,14.7005816648167,0.9735239752933944,0.01,False,True,True,2649
15,39,0.12493224209577287,1.57741966788298,True,0.984973956458909,True,-0.45597686698042633,-0.4467760870247538,True,0.12270388104899835,0.008632942067798246,0.02,False,False,True,2650
19,100,0.2638198268520968,1.3887729096624057,True,0.929728250384948,True,-0.4522404374095705,-0.44156558763907794,True,0.26603405680126596,0.013818669457662431,0.83,True,True,True,2651
6,43,0.4688157263502438,1.046016053646559,True,0.7652500951618503,True,-0.46626948226588266,-0.38852612946979936,True,0.5010616091599769,0.05212023965956767,0.01,False,False,True,2652
6,80,0.2788301118817286,1.3513055645638354,True,0.9212493133343336,True,-0.45767696718259104,-0.4419824670102567,True,0.2892303251885066,0.00927367695352645,0.95,True,True,True,2653
11,45,0.13272904813265118,2.7879953627975356,False,-0.20532306995625405,False,-0.4452940664744931,0.5906405261757633,False,6.89406260132185,0.6813873654606818,0.01,False,True,True,2654
14,73,0.18782750269917065,0.03554617064040366,True,0.9631865141994314,True,-0.4622730943896733,-0.45221250652073786,True,0.19297772793787393,0.009724259064768231,0.78,True,True,True,2655
3,57,0.38612955980696906,1.7280232334688788,True,0.8611505084458776,True,-0.4682627430350865,-0.45737927495732567,True,0.4020642535493493,0.00607831766332775,0.66,True,True,True,2656
13,7,0.11106659379820004,2.035913131659929,False,-0.23808876529501877,False,-0.6548271466097839,1.3908640314822918,False,7.5769178368965955,0.5313229574127596,0.01,False,True,True,2657
11,13,0.44348482913709725,1.0096372699579863,True,0.8518084810200738,True,-0.47765517023993587,-0.43738006292671083,True,0.4200933499221793,0.036628808649219684,0.93,True,True,True,2658
