is_universal,obs_min_fold_overlap,thr_correct,perm_correct,strat_correct,bin
True,0.17466374657761766,True,False,True,0.10-0.20
True,0.0,True,True,True,0-0.005
False,0.12005730443462163,True,True,True,0.10-0.20
False,0.06139716216338137,True,True,True,0.05-0.10
False,0.0007283782155039709,True,True,True,0-0.005
False,0.05658205554331595,True,True,True,0.05-0.10
True,0.10350296184629935,True,False,False,0.10-0.20
True,0.03989469846539817,True,True,True,0.02-0.05
True,0.17846109209239935,True,False,True,0.10-0.20
True,0.1039657111269029,True,False,False,0.10-0.20
False,0.1677884562835621,True,True,True,0.10-0.20
True,0.07537553462784016,True,True,True,0.05-0.10
True,0.029356076299424768,True,False,False,0.02-0.05
True,0.1348802803971725,True,True,True,0.10-0.20
False,0.08026310103753694,False,True,True,0.05-0.10
False,0.08579957773086391,True,True,True,0.05-0.10
True,0.1609620543268343,True,False,False,0.10-0.20
False,0.1340924805746167,True,True,True,0.10-0.20
False,0.13951856868840373,True,True,True,0.10-0.20
False,0.1396103283981628,True,True,True,0.10-0.20
True,0.1465077133516163,True,True,True,0.10-0.20
True,0.14717349055022785,True,True,True,0.10-0.20
False,0.04890967795213768,True,True,True,0.02-0.05
True,0.0,True,True,True,0-0.005
False,0.13778092064259226,True,True,True,0.10-0.20
False,0.08362984777478319,False,True,True,0.05-0.10
False,0.07575828289210504,False,True,True,0.05-0.10
False,0.03886850063250693,False,True,True,0.02-0.05
True,0.09923726311082401,True,True,True,0.05-0.10
False,0.06482524381158687,True,True,True,0.05-0.10
False,0.07517606325761621,True,True,True,0.05-0.10
True,0.1748241665777836,True,True,True,0.10-0.20
False,0.17514703298974935,True,True,True,0.10-0.20
False,0.137112086694949,True,True,True,0.10-0.20
False,0.04869179894171307,True,True,True,0.02-0.05
False,0.08732188353362308,False,True,True,0.05-0.10
True,0.052524796887722484,True,True,True,0.05-0.10
False,0.1466264813760358,True,True,True,0.10-0.20
True,0.13980972737494443,True,True,True,0.10-0.20
True,0.169621510364183,True,True,True,0.10-0.20
False,0.04366497037105338,True,True,True,0.02-0.05
False,0.11980718814332084,True,True,True,0.10-0.20
True,0.20206209669700495,True,True,True,
False,0.10876637116591677,True,True,True,0.10-0.20
False,0.037678582060157076,True,True,True,0.02-0.05
False,0.01219221123233961,True,True,True,0.01-0.02
True,0.0,True,True,True,0-0.005
True,0.0,True,True,True,0-0.005
True,0.21110189706731222,True,True,True,
False,0.024382873067510948,True,True,True,0.02-0.05
True,0.18515000365417492,True,True,True,0.10-0.20
False,0.19665173260253505,True,True,True,0.10-0.20
True,0.07061038450335344,True,True,True,0.05-0.10
False,0.11984097025795833,True,True,True,0.10-0.20
True,0.05527942064247562,True,True,True,0.05-0.10
True,0.13178279227180523,True,True,True,0.10-0.20
True,0.18271508754338694,True,True,True,0.10-0.20
True,0.0,True,False,True,0-0.005
False,0.14492963045342555,True,True,True,0.10-0.20
True,0.16978117275932197,True,True,True,0.10-0.20
True,0.07144069806745795,True,True,True,0.05-0.10
False,0.0,True,True,False,0-0.005
False,0.12008435191126626,True,True,True,0.10-0.20
True,0.023080411614759502,True,True,True,0.02-0.05
True,0.06032907993225395,True,True,False,0.05-0.10
False,0.16120889390333124,False,True,True,0.10-0.20
True,0.02581389523364238,True,True,True,0.02-0.05
True,0.07397998546704476,True,True,True,0.05-0.10
True,0.20613699807064906,True,False,True,
False,0.1255099422006121,True,True,True,0.10-0.20
False,0.16804741673240237,True,True,True,0.10-0.20
True,0.07163619941704014,True,False,True,0.05-0.10
False,0.06178042073709336,True,True,True,0.05-0.10
False,0.108595583090422,True,True,True,0.10-0.20
True,0.04186768333868349,True,True,True,0.02-0.05
False,0.1618868709311496,True,True,True,0.10-0.20
True,0.09881763955720609,True,False,True,0.05-0.10
True,0.0,True,True,True,0-0.005
False,0.1786745094841666,True,True,True,0.10-0.20
False,0.08077345815075201,True,True,True,0.05-0.10
True,0.11162770174021161,True,True,True,0.10-0.20
False,0.04812557432884867,True,True,True,0.02-0.05
False,0.0008358440563560607,True,True,True,0-0.005
False,0.15900012218694462,True,True,True,0.10-0.20
False,0.016544700789116934,True,True,True,0.01-0.02
True,0.08896410190253251,True,False,False,0.05-0.10
True,0.0962504253115819,True,False,False,0.05-0.10
True,0.04647207371680737,True,True,True,0.02-0.05
False,0.055110421395571325,False,True,True,0.05-0.10
True,0.02770705839297519,True,True,True,0.02-0.05
False,0.17254583959286204,True,True,True,0.10-0.20
True,0.11548109683918817,True,True,True,0.10-0.20
True,0.11948374948302365,True,True,True,0.10-0.20
True,0.1507160591458003,True,True,True,0.10-0.20
False,0.04175403379078671,True,True,True,0.02-0.05
True,0.03722401347054188,True,True,True,0.02-0.05
False,0.04771435614596034,False,True,True,0.02-0.05
False,0.024117044275024105,False,True,True,0.02-0.05
False,0.14286669123910137,True,True,True,0.10-0.20
True,0.01312839155369331,True,False,True,0.01-0.02
False,0.03284454377872382,True,True,True,0.02-0.05
False,0.10089538040688838,False,True,True,0.10-0.20
False,0.09832552017381252,False,True,True,0.05-0.10
False,0.19463285913188227,False,True,True,0.10-0.20
False,0.05924836467624833,True,True,True,0.05-0.10
True,0.0,True,False,True,0-0.005
False,0.10411691987966724,True,True,True,0.10-0.20
True,0.18708006183849366,True,True,True,0.10-0.20
False,0.03605193627083775,True,True,True,0.02-0.05
True,0.01856996166683326,True,True,True,0.01-0.02
False,0.11269976482284318,True,True,True,0.10-0.20
False,0.07894931191611743,True,True,True,0.05-0.10
True,0.19562130714940396,True,True,True,0.10-0.20
True,0.13228436498917753,True,True,True,0.10-0.20
True,0.08729316303588931,True,False,False,0.05-0.10
True,0.1180242540333613,True,True,True,0.10-0.20
True,0.12219385670680266,True,True,True,0.10-0.20
True,0.14275605102525482,True,True,True,0.10-0.20
True,0.16570200518837472,True,True,True,0.10-0.20
False,0.09165561257097299,False,True,True,0.05-0.10
False,0.1817690039619915,True,True,True,0.10-0.20
True,0.0737829363365258,True,True,True,0.05-0.10
False,0.010278167624228151,True,True,True,0.01-0.02
False,0.10661204024107879,True,True,True,0.10-0.20
True,0.033886191184013655,True,True,True,0.02-0.05
False,0.1476469005791894,False,True,True,0.10-0.20
True,0.06203789298281243,True,True,True,0.05-0.10
True,0.030100338362645526,True,True,True,0.02-0.05
False,0.0371927447223771,True,True,True,0.02-0.05
False,0.10229346545721606,True,True,True,0.10-0.20
True,0.21122876356994638,True,False,True,
False,0.058880421954003156,True,True,True,0.05-0.10
False,0.03288469447100416,True,True,True,0.02-0.05
True,0.1724114096115491,True,True,True,0.10-0.20
False,0.1301763494087819,False,True,True,0.10-0.20
True,0.05446424963170408,True,True,True,0.05-0.10
False,0.17605837369743746,True,True,True,0.10-0.20
True,0.1308339885746172,True,True,True,0.10-0.20
True,0.04154739313502036,True,True,True,0.02-0.05
True,0.06118581524798068,True,False,True,0.05-0.10
False,0.03844912851766069,True,True,True,0.02-0.05
True,0.1354209228490356,True,True,True,0.10-0.20
True,0.0769084471496675,True,True,True,0.05-0.10
True,0.027469927405071877,True,True,True,0.02-0.05
False,0.14294002198795253,True,True,True,0.10-0.20
True,0.13750963558096974,True,False,True,0.10-0.20
True,0.2124155529149905,True,True,True,
True,0.11144259350593742,True,True,True,0.10-0.20
False,0.11178527537463125,True,True,True,0.10-0.20
True,0.08012358708863937,True,True,True,0.05-0.10
True,0.011567783507318661,True,True,True,0.01-0.02
True,0.1269085497479105,True,True,True,0.10-0.20
True,0.09345927486981959,True,True,True,0.05-0.10
False,0.10398178804887566,True,True,True,0.10-0.20
False,0.007116372458459794,True,True,True,0.005-0.01
False,0.07864372098763851,False,True,True,0.05-0.10
True,0.14193219759121725,True,True,True,0.10-0.20
True,0.0,True,True,True,0-0.005
True,0.0015392680050883732,True,True,True,0-0.005
True,0.01959156372101307,True,True,True,0.01-0.02
True,0.16150100064166586,True,True,True,0.10-0.20
False,0.051706219462819655,False,True,True,0.05-0.10
True,0.022677159326516268,True,True,True,0.02-0.05
True,0.09532827176640057,True,False,True,0.05-0.10
True,0.1668816103466293,True,True,True,0.10-0.20
False,0.18975552136988183,True,True,True,0.10-0.20
True,0.12227182039193057,True,True,True,0.10-0.20
False,0.009477098928861446,True,True,True,0.005-0.01
True,0.05467108484308245,True,False,False,0.05-0.10
False,0.03235406858496539,False,True,True,0.02-0.05
False,0.11622791957344318,True,True,True,0.10-0.20
False,0.17098476542725102,True,True,True,0.10-0.20
False,0.1755209891449626,True,True,True,0.10-0.20
False,0.039559482591277124,False,True,True,0.02-0.05
False,0.04046840403828808,True,True,True,0.02-0.05
False,0.13181002658017216,False,True,True,0.10-0.20
False,0.07209113244551277,False,True,True,0.05-0.10
True,0.00010008821917335333,True,True,True,0-0.005
False,0.14241993523865706,True,True,True,0.10-0.20
True,0.17048525079303734,True,True,True,0.10-0.20
True,0.0244711453107496,True,True,True,0.02-0.05
False,0.16288605539745474,True,True,True,0.10-0.20
True,0.15138761663201594,True,True,True,0.10-0.20
True,0.14240554686877763,True,True,True,0.10-0.20
True,0.09354218830548466,True,True,True,0.05-0.10
False,0.16101504980018033,True,True,True,0.10-0.20
True,0.17534952176596708,True,True,True,0.10-0.20
False,0.017892629213375207,True,True,True,0.01-0.02
False,0.19392541656715115,True,True,True,0.10-0.20
False,0.13275875625552208,True,True,True,0.10-0.20
True,0.13644723783539423,True,True,True,0.10-0.20
False,0.059482974963669194,True,True,True,0.05-0.10
False,0.04990322446277692,True,True,True,0.02-0.05
True,0.0,True,True,True,0-0.005
False,0.12089983925910427,True,True,True,0.10-0.20
True,0.03139066620951595,True,True,True,0.02-0.05
True,0.06760611943326214,True,False,True,0.05-0.10
False,0.0745362685747385,True,True,True,0.05-0.10
True,0.060555918581672814,True,True,True,0.05-0.10
False,0.09888421238135202,True,True,True,0.05-0.10
True,0.1784777856390243,True,True,True,0.10-0.20
False,0.05721335839486009,True,True,True,0.05-0.10
True,0.06417065599703732,True,True,False,0.05-0.10
False,0.08403383072546891,True,True,True,0.05-0.10
True,0.07072471959058334,True,True,True,0.05-0.10
True,0.05647776375536786,True,True,True,0.05-0.10
False,0.13414792270006803,True,True,True,0.10-0.20
False,0.1604288850248218,True,True,True,0.10-0.20
True,0.10601389577443994,True,True,True,0.10-0.20
False,0.029862120518895592,True,True,True,0.02-0.05
True,0.02113590667292155,True,True,True,0.02-0.05
False,0.05390846016825967,True,True,True,0.05-0.10
True,0.12618926670577207,True,True,True,0.10-0.20
True,0.01694216407705465,True,True,True,0.01-0.02
True,0.13061155257571685,True,True,True,0.10-0.20
False,0.06954259274597836,True,True,True,0.05-0.10
True,0.0038538099886290685,True,False,False,0-0.005
True,0.009120309472109985,True,True,True,0.005-0.01
False,0.13717476693220268,True,True,True,0.10-0.20
True,0.0,True,False,True,0-0.005
True,0.1826428641872952,True,True,True,0.10-0.20
True,0.009917100561202366,True,True,True,0.005-0.01
True,0.04371222092814836,True,True,True,0.02-0.05
False,0.20511118733198094,True,True,True,
False,0.0986151717751535,True,True,True,0.05-0.10
True,0.12416178440902453,True,True,True,0.10-0.20
True,0.0,True,True,True,0-0.005
False,0.0,True,True,True,0-0.005
False,0.055004562043700383,True,True,True,0.05-0.10
True,0.13457179247974782,True,True,True,0.10-0.20
True,0.0,True,True,True,0-0.005
False,0.09616713951191899,False,True,True,0.05-0.10
False,0.0,True,True,False,0-0.005
True,0.08046378466115664,True,False,True,0.05-0.10
True,0.05998497256715465,True,True,True,0.05-0.10
False,0.0844804533116959,False,True,True,0.05-0.10
False,0.22301497659893804,True,True,True,
False,0.2201220796167485,True,True,True,
True,0.05280895003141751,True,True,True,0.05-0.10
True,0.0,True,True,True,0-0.005
True,0.04596356015745647,True,True,True,0.02-0.05
True,0.035720232388313594,True,True,True,0.02-0.05
False,0.11441526815006756,True,True,True,0.10-0.20
False,0.0,True,True,True,0-0.005
True,0.03468254807868295,True,False,True,0.02-0.05
True,0.0,True,True,True,0-0.005
True,0.0,True,False,True,0-0.005
True,0.004751273617992144,True,True,True,0-0.005
False,0.1777138583515502,True,True,True,0.10-0.20
True,0.0844131121098349,True,True,True,0.05-0.10
False,0.010226118409463202,True,True,True,0.01-0.02
False,0.12340063564089442,True,True,True,0.10-0.20
True,0.16273149089566596,True,True,True,0.10-0.20
True,0.0,True,True,True,0-0.005
False,0.13731515983216563,True,True,True,0.10-0.20
True,0.03374514270701357,True,True,True,0.02-0.05
False,0.03807938028261824,True,True,True,0.02-0.05
True,0.18732915903731365,True,True,True,0.10-0.20
True,0.1590585427545016,True,True,True,0.10-0.20
False,0.15920777092900523,False,True,True,0.10-0.20
False,0.13049996612968004,True,True,True,0.10-0.20
False,0.015445423971490369,True,True,True,0.01-0.02
False,0.09147977360210481,True,True,True,0.05-0.10
False,0.16302025629688194,True,True,True,0.10-0.20
False,0.035351847706439045,False,True,True,0.02-0.05
False,0.11636075678958521,True,True,True,0.10-0.20
False,0.026160881456812793,True,True,True,0.02-0.05
True,0.08677981111808403,True,False,True,0.05-0.10
True,0.0,True,True,True,0-0.005
False,0.02879604339497516,True,True,True,0.02-0.05
True,0.07457122790867453,True,False,True,0.05-0.10
True,0.08703046395518532,True,True,True,0.05-0.10
False,0.19203028379363069,True,True,True,0.10-0.20
True,0.16983291105959647,True,True,True,0.10-0.20
True,0.17467143172824837,True,True,True,0.10-0.20
False,0.05504767358368911,False,True,True,0.05-0.10
True,0.1531971993453777,True,False,False,0.10-0.20
False,0.002531215673708632,False,True,True,0-0.005
True,0.026988345952279197,True,True,True,0.02-0.05
True,0.13816125607287313,True,True,True,0.10-0.20
False,0.0,True,True,False,0-0.005
False,0.0748615277766803,True,True,True,0.05-0.10
True,0.01837611092734819,True,True,True,0.01-0.02
False,0.1378234568419624,True,True,True,0.10-0.20
False,0.0,True,True,True,0-0.005
True,0.17138941370742586,True,False,True,0.10-0.20
True,0.0,True,True,True,0-0.005
True,0.04858767352620616,True,False,False,0.02-0.05
False,0.0801404937903402,True,True,True,0.05-0.10
True,0.11831354278542482,True,True,True,0.10-0.20
False,0.0,True,True,False,0-0.005
False,0.15133812732505383,True,True,True,0.10-0.20
True,0.14313694051943157,True,True,True,0.10-0.20
False,0.10178542336310849,True,True,True,0.10-0.20
True,0.0,True,True,True,0-0.005
True,0.103905722367833,True,True,True,0.10-0.20
False,0.19324752048927357,True,True,True,0.10-0.20
False,0.11547091536325377,False,True,True,0.10-0.20
True,0.037194074407305,True,False,True,0.02-0.05
False,0.03731551197611868,True,True,True,0.02-0.05
False,0.07211834622309436,False,True,True,0.05-0.10
True,0.11903628101345956,True,True,True,0.10-0.20
False,0.08975256882414454,True,True,True,0.05-0.10
True,0.13976407972313662,True,True,True,0.10-0.20
True,0.1580724491358811,True,True,True,0.10-0.20
False,0.08335130300759738,True,True,True,0.05-0.10
False,0.14433007340491372,True,True,True,0.10-0.20
True,0.13522662899086954,True,False,True,0.10-0.20
False,0.1339469916673554,True,True,True,0.10-0.20
True,0.14791061375439177,True,True,True,0.10-0.20
False,0.13797920145082382,True,True,True,0.10-0.20
False,0.07860249871878733,True,True,True,0.05-0.10
True,0.01637745657879234,True,True,True,0.01-0.02
True,0.006103917917862803,True,True,True,0.005-0.01
False,0.005439291845390561,True,True,True,0.005-0.01
False,0.01769822723512922,True,True,True,0.01-0.02
True,0.0,True,True,True,0-0.005
True,0.0,True,False,False,0-0.005
False,0.05037902648443793,True,True,True,0.05-0.10
False,0.08857386222710589,True,True,True,0.05-0.10
False,0.06220499196003051,True,True,True,0.05-0.10
False,0.08193765565636238,True,True,True,0.05-0.10
True,0.06582516241792638,True,False,True,0.05-0.10
True,0.0,True,True,True,0-0.005
True,0.023305755568252345,True,True,True,0.02-0.05
True,0.17719474651179717,True,True,True,0.10-0.20
True,0.09110088784118514,True,True,True,0.05-0.10
False,0.12028419694264963,True,True,True,0.10-0.20
False,0.1898376192159649,True,True,True,0.10-0.20
False,0.022007597511652644,True,True,True,0.02-0.05
True,0.04946591795206836,True,True,True,0.02-0.05
False,0.18533385235611013,True,True,True,0.10-0.20
True,0.15938234819839608,True,True,True,0.10-0.20
True,0.14779223447369216,True,True,True,0.10-0.20
False,0.0959266468989872,True,True,True,0.05-0.10
False,0.0,False,True,False,0-0.005
True,0.14294728153954267,True,True,True,0.10-0.20
False,0.011299706361001667,True,True,True,0.01-0.02
True,0.15181895510174923,True,True,True,0.10-0.20
False,0.0610044023195016,True,True,True,0.05-0.10
False,0.11415327776585898,True,True,True,0.10-0.20
True,0.004414184581970885,True,True,True,0-0.005
False,0.05619077276141183,True,True,True,0.05-0.10
True,0.06900096734130162,True,True,True,0.05-0.10
True,0.0,True,True,True,0-0.005
False,0.1358710896129519,True,True,True,0.10-0.20
True,0.13786253161248543,True,True,True,0.10-0.20
True,0.0,True,True,True,0-0.005
True,0.041283240762955,True,False,True,0.02-0.05
True,0.016147313642810694,True,True,True,0.01-0.02
False,0.0034335651016841797,True,True,True,0-0.005
False,0.11178943319543337,True,True,True,0.10-0.20
True,0.0794305812474501,True,True,True,0.05-0.10
True,0.06960382374302906,True,True,True,0.05-0.10
True,0.018194588764697088,True,True,True,0.01-0.02
False,0.19402104620830485,False,True,True,0.10-0.20
True,0.09261784148532756,True,False,True,0.05-0.10
False,0.08813572733461263,True,True,True,0.05-0.10
False,0.017295915999592924,True,True,True,0.01-0.02
True,0.19223731524201362,True,True,True,0.10-0.20
True,0.0,True,False,True,0-0.005
True,0.09017452284423579,True,True,True,0.05-0.10
True,0.19208891063912537,True,True,True,0.10-0.20
True,0.14577198443985223,True,True,True,0.10-0.20
True,0.0,True,False,True,0-0.005
True,0.0,True,True,True,0-0.005
False,0.0,True,True,False,0-0.005
True,0.018895574987200223,True,True,True,0.01-0.02
True,0.14868713720009252,True,False,True,0.10-0.20
False,0.07351564647208858,True,True,True,0.05-0.10
True,0.0566588963885245,True,False,True,0.05-0.10
False,0.020662003119029295,True,True,True,0.02-0.05
True,0.14192064278624078,True,True,True,0.10-0.20
True,0.07657356847780958,True,True,True,0.05-0.10
False,0.16375145774276853,False,True,True,0.10-0.20
False,0.16539770627456715,False,True,True,0.10-0.20
False,0.03217874155068948,True,True,True,0.02-0.05
False,0.11809759172895666,True,True,True,0.10-0.20
True,0.09943890946547682,True,True,True,0.05-0.10
True,0.030190128310052716,True,True,True,0.02-0.05
False,0.06251763107440855,True,True,True,0.05-0.10
False,0.06878202383758694,True,True,True,0.05-0.10
False,0.010831322375672005,True,True,True,0.01-0.02
False,0.0,False,True,True,0-0.005
False,0.14814774690001403,True,True,True,0.10-0.20
True,0.0,True,True,False,0-0.005
False,0.17019037325071087,True,True,True,0.10-0.20
True,0.019281048713106035,True,True,True,0.01-0.02
False,0.14616550090488548,True,True,True,0.10-0.20
True,0.08595802158697498,True,True,True,0.05-0.10
True,0.0,True,False,True,0-0.005
True,0.049206547038018876,True,True,True,0.02-0.05
True,0.13259808791151584,True,True,True,0.10-0.20
True,0.12130713793143956,True,True,True,0.10-0.20
False,0.006804308647669332,False,True,True,0.005-0.01
False,0.1683855497416036,True,True,True,0.10-0.20
True,0.08537745924199283,True,True,True,0.05-0.10
False,0.14151083408309661,True,True,True,0.10-0.20
False,0.09449111153001415,True,True,True,0.05-0.10
False,0.1200688746827465,True,True,True,0.10-0.20
False,0.15413081756777436,True,True,True,0.10-0.20
False,0.0918611885268339,True,True,True,0.05-0.10
True,0.0710132384396916,True,False,True,0.05-0.10
True,0.034785545850333104,True,True,True,0.02-0.05
True,0.0,True,True,True,0-0.005
True,0.09940123782445383,True,True,True,0.05-0.10
True,0.06307669067155325,True,False,True,0.05-0.10
False,0.11381717571556246,True,True,True,0.10-0.20
True,0.004974160829154588,True,True,True,0-0.005
True,0.07793299779171746,True,True,True,0.05-0.10
False,0.01295613951157205,True,True,True,0.01-0.02
False,0.1276704205672242,True,True,True,0.10-0.20
False,0.20619184267181362,True,True,True,
False,0.01180469293385427,True,True,True,0.01-0.02
False,0.14782077865556198,True,True,True,0.10-0.20
True,0.06241728230696869,True,True,True,0.05-0.10
True,0.07765417050848832,True,True,True,0.05-0.10
False,0.1084272501360737,True,True,True,0.10-0.20
False,0.15096827512968225,True,True,True,0.10-0.20
True,0.010393182161450045,True,True,True,0.01-0.02
False,0.09611019606647131,True,True,True,0.05-0.10
True,0.08199492352016617,True,True,True,0.05-0.10
True,0.005693044250320593,True,True,True,0.005-0.01
False,0.19819556475358743,True,True,True,0.10-0.20
False,0.06207950812850116,True,True,True,0.05-0.10
True,0.0,True,True,True,0-0.005
False,0.0,True,True,False,0-0.005
True,0.1404872006371447,True,True,True,0.10-0.20
False,0.0772051686703204,False,True,True,0.05-0.10
True,0.11192047295171821,True,True,True,0.10-0.20
True,0.0,True,False,True,0-0.005
True,0.1015167343990757,True,False,False,0.10-0.20
False,0.058131136194805734,True,True,True,0.05-0.10
True,0.0,True,True,True,0-0.005
False,0.0,True,True,True,0-0.005
True,0.1693088603490206,True,True,True,0.10-0.20
True,0.16783297896926652,True,True,True,0.10-0.20
False,0.0,True,True,False,0-0.005
False,0.13629858175778126,True,True,True,0.10-0.20
True,0.15705418288265488,True,False,False,0.10-0.20
True,0.09017418373842544,True,True,True,0.05-0.10
True,0.04500734546948192,True,True,True,0.02-0.05
False,0.13308583397207732,True,True,True,0.10-0.20
True,0.13593174475023065,True,True,True,0.10-0.20
False,0.15883668768317416,True,True,True,0.10-0.20
True,0.028937025806846706,True,False,False,0.02-0.05
True,0.15305422748259617,True,False,True,0.10-0.20
False,0.09233135517342407,True,True,True,0.05-0.10
False,0.054602844574763665,True,True,True,0.05-0.10
False,0.018072985682241277,False,True,True,0.01-0.02
True,0.16719956761869714,True,True,True,0.10-0.20
True,0.015512237455218134,True,True,True,0.01-0.02
True,0.17268035146538657,True,True,True,0.10-0.20
True,0.09897124671343832,True,False,True,0.05-0.10
False,0.21324051963038151,True,True,True,
True,0.049031656158018036,True,True,True,0.02-0.05
False,0.13865936028170112,True,True,True,0.10-0.20
True,0.061484592468481425,True,False,False,0.05-0.10
True,0.16667044779136522,True,False,True,0.10-0.20
True,0.1591243556129424,True,True,True,0.10-0.20
True,0.10427564710554309,True,True,True,0.10-0.20
False,0.06071441385767662,True,True,True,0.05-0.10
True,0.11710616707303191,True,True,True,0.10-0.20
False,0.08403259271565566,True,True,True,0.05-0.10
False,0.06561348939196644,True,True,True,0.05-0.10
False,0.11742709458443143,False,True,True,0.10-0.20
False,0.0009679121953936317,True,True,True,0-0.005
False,0.12073627936813364,False,True,True,0.10-0.20
False,0.07147229176984092,False,True,True,0.05-0.10
True,0.044398691834140816,True,False,False,0.02-0.05
False,0.11862581133127338,True,True,True,0.10-0.20
False,0.09139538896246574,True,True,True,0.05-0.10
True,0.1844272843432955,True,False,True,0.10-0.20
False,0.15922541642702093,True,True,True,0.10-0.20
True,0.006149387181198092,True,True,True,0.005-0.01
False,0.1569122994816163,True,True,True,0.10-0.20
True,0.1406662320850693,True,True,True,0.10-0.20
True,0.02146634440428752,True,True,True,0.02-0.05
True,0.004567314516901748,True,True,True,0-0.005
False,0.1456964545526983,True,True,True,0.10-0.20
False,0.06817582408654796,True,True,True,0.05-0.10
False,0.14410098032720942,False,True,True,0.10-0.20
False,0.06441410168367505,True,True,True,0.05-0.10
False,0.0,True,True,False,0-0.005
False,0.15512623074879334,True,True,True,0.10-0.20
False,0.0,False,True,True,0-0.005
False,0.02239988202459123,True,True,True,0.02-0.05
False,0.06150830391499383,True,True,True,0.05-0.10
False,0.10554149369050148,True,True,True,0.10-0.20
False,0.12191155327897572,True,True,True,0.10-0.20
True,0.21438601477775,True,True,True,
True,0.15841917409993422,True,True,True,0.10-0.20
False,0.09738930683275575,True,True,True,0.05-0.10
False,0.14451086146210396,True,True,True,0.10-0.20
False,0.12264666677751666,True,True,True,0.10-0.20
False,0.10823491735048348,True,True,True,0.10-0.20
True,0.012590223761539185,True,True,True,0.01-0.02
False,0.0041499570407635316,True,True,True,0-0.005
True,0.12321560426721798,True,True,True,0.10-0.20
True,0.0,True,False,True,0-0.005
False,0.17048760407676014,True,True,True,0.10-0.20
False,0.0,True,True,False,0-0.005
False,0.17724004328438722,True,True,True,0.10-0.20
False,0.04294988849184643,False,True,True,0.02-0.05
True,0.16997526662168025,True,True,True,0.10-0.20
True,0.0,True,True,True,0-0.005
False,0.1230847453236588,False,True,True,0.10-0.20
False,0.09494661381765432,True,True,True,0.05-0.10
True,0.02864733043293041,True,True,True,0.02-0.05
False,0.13884361003650936,True,True,True,0.10-0.20
False,0.10196024079665117,True,True,True,0.10-0.20
True,0.11115901093772323,True,False,True,0.10-0.20
False,0.12018241233385256,True,True,True,0.10-0.20
True,0.1937425690778766,True,True,True,0.10-0.20
True,0.02473823135379876,True,True,True,0.02-0.05
False,0.010346967257199198,True,True,True,0.01-0.02
True,0.002110967735844753,True,True,True,0-0.005
True,0.13550642919636183,True,True,True,0.10-0.20
True,0.0,True,True,True,0-0.005
True,0.059278800636665116,True,True,True,0.05-0.10
False,0.0,True,True,True,0-0.005
True,0.00254498635953428,True,True,True,0-0.005
True,0.14531680575740508,True,True,True,0.10-0.20
True,0.05697487006300578,True,True,True,0.05-0.10
False,0.1363735082249593,True,True,True,0.10-0.20
False,0.14786336218314708,True,True,True,0.10-0.20
False,0.14564422893947737,True,True,True,0.10-0.20
True,0.010112732686920235,True,True,True,0.01-0.02
False,0.012139317799763679,True,True,True,0.01-0.02
False,0.14853664230156616,True,True,True,0.10-0.20
True,0.03946817022725315,True,False,False,0.02-0.05
True,0.021731782376275606,True,True,True,0.02-0.05
True,0.0010068920385440006,True,True,True,0-0.005
True,0.04338686433660974,True,True,True,0.02-0.05
False,0.12953641743703123,True,True,True,0.10-0.20
True,0.10615358100315739,True,True,True,0.10-0.20
True,0.10273046363707021,True,True,True,0.10-0.20
True,0.1540753508404806,True,False,False,0.10-0.20
False,0.0,False,True,True,0-0.005
True,0.04135123660747289,True,True,True,0.02-0.05
True,0.2025113026045061,True,False,True,
False,0.01920478159593287,True,True,True,0.01-0.02
True,0.003587557307720027,True,True,True,0-0.005
True,0.0755470044828773,True,True,True,0.05-0.10
True,0.1337437182348666,True,True,True,0.10-0.20
False,0.14161157096923513,True,True,True,0.10-0.20
True,0.18502870659958934,True,True,True,0.10-0.20
False,0.07756167700706841,True,True,True,0.05-0.10
False,0.11446116867974981,False,True,True,0.10-0.20
False,0.07855841811549202,True,True,True,0.05-0.10
True,0.16130993099294264,True,True,True,0.10-0.20
True,0.011604053457110425,True,True,True,0.01-0.02
False,0.09344002923438018,True,True,True,0.05-0.10
True,0.021314537379734592,True,True,True,0.02-0.05
False,0.1739306818016479,True,True,True,0.10-0.20
False,0.0,True,True,True,0-0.005
False,0.08324697106948187,True,True,True,0.05-0.10
False,0.007329269858366524,True,True,True,0.005-0.01
False,0.08387518674394151,True,True,True,0.05-0.10
True,0.059559693151881074,True,True,True,0.05-0.10
True,0.05444905749441656,True,True,True,0.05-0.10
False,0.10081371648465338,True,True,True,0.10-0.20
True,0.06740878470523948,True,True,True,0.05-0.10
False,0.008298400649195731,True,True,True,0.005-0.01
False,0.05704661814070242,True,True,True,0.05-0.10
False,0.14877758471120192,True,True,True,0.10-0.20
True,0.06005248356780946,True,False,False,0.05-0.10
False,0.06296536570086493,True,True,True,0.05-0.10
False,0.044009547972204084,True,True,True,0.02-0.05
True,0.1646195501951988,True,True,True,0.10-0.20
False,0.006517330611156018,True,True,True,0.005-0.01
True,0.010255221732251909,True,True,True,0.01-0.02
True,0.04983276334693133,True,True,True,0.02-0.05
False,0.11509418655401843,True,True,True,0.10-0.20
True,0.10316248747259248,True,True,True,0.10-0.20
True,0.025318790112262783,True,True,True,0.02-0.05
False,0.0,True,True,False,0-0.005
False,0.0959770533166276,True,True,True,0.05-0.10
