K,n_per_facility,sigma,heterogeneity,is_universal,confound_type,n_mode,r2_lofo,protocol_says_universal,bootstrap_a_ci_lo,bootstrap_a_ci_hi,bootstrap_a_stable,obs_sigma_hat,obs_hetero_hat,perm_pvalue,perm_says_universal,perm_correct,correct,scenario_id
10,91,0.23894153449493216,0.8943664715471896,False,nonlinear_misspecified,unequal,0.6518671141102618,True,-0.4572730141030575,-0.41765233367344606,True,0.66508904769206,0.06676167641799363,0.01,False,True,False,nonlinear_misspecified_629
10,93,0.11155443575408146,1.1892595445278846,True,nonlinear_misspecified,equal,0.9869055378853143,True,-0.4540574847812046,-0.4493018297758375,True,0.11086274467947312,0.004092819957964732,0.61,True,True,True,nonlinear_misspecified_630
14,57,0.42710705148533784,0.43171630400272465,True,nonlinear_misspecified,unequal,0.8269712723566839,True,-0.44990634245382194,-0.4276069472822454,True,0.4236463652900751,0.032120758694496605,0.53,True,True,True,nonlinear_misspecified_631
20,7,0.2897295466029444,0.3436625542310875,True,nonlinear_misspecified,equal,0.9132658452405428,True,-0.4612806996880912,-0.4265309542773644,True,0.2842833721220817,0.0431222400449821,0.96,True,True,True,nonlinear_misspecified_632
14,22,0.264692127099952,0.10925569129841917,True,nonlinear_misspecified,equal,0.9291293530058216,True,-0.46441085313811215,-0.43763512956190365,True,0.26622194949103856,0.02817117436854071,0.19,True,True,True,nonlinear_misspecified_633
6,45,0.3029505352979269,1.87774245407855,False,nonlinear_misspecified,equal,0.2802337606163706,True,-0.550909317456198,-0.42505521636870514,True,1.2465296863251292,0.07796253377129334,0.01,False,True,False,nonlinear_misspecified_634
8,51,0.2745937751451019,2.4346349345668203,False,nonlinear_misspecified,unequal,0.0660680365721853,True,-0.5023102301070719,-0.3411695071288452,True,1.9877622523959126,0.13492306257169395,0.01,False,True,False,nonlinear_misspecified_635
11,74,0.13130677663899515,0.8555906036964325,True,nonlinear_misspecified,equal,0.9817500849776951,True,-0.4514384801732876,-0.44186041544678323,True,0.13524519178334796,0.009444391492302775,0.52,True,True,True,nonlinear_misspecified_636
9,59,0.15542847858583522,1.8177979291044948,False,nonlinear_misspecified,equal,0.37905425162747364,True,-0.5060399887423339,-0.4290428359459251,True,1.1109040840130973,0.08213609597980584,0.01,False,True,False,nonlinear_misspecified_637
4,55,0.4552112782734775,2.8980575790481904,False,nonlinear_misspecified,unequal,0.5443620530109411,True,-0.5804743698727267,-0.4093013321297377,True,0.8628605827066438,0.09111116956873505,0.01,False,True,False,nonlinear_misspecified_638
10,80,0.17970885400515096,2.0488602528193827,True,nonlinear_misspecified,equal,0.9709338319868587,True,-0.46337579451369804,-0.45194803361217095,True,0.17654992650696472,0.010797913530523366,0.37,True,True,True,nonlinear_misspecified_639
17,22,0.32475334321365085,1.0748799335492998,True,nonlinear_misspecified,equal,0.9008982597844573,True,-0.46079629303906194,-0.43444038460794987,True,0.31776762974626455,0.03276677881962145,0.17,True,True,True,nonlinear_misspecified_640
20,35,0.37871170178108365,1.7991627673624233,True,nonlinear_misspecified,equal,0.8563727168586369,True,-0.46399239401515774,-0.44480196512748876,True,0.3969642095454376,0.025651804507731777,0.96,True,True,True,nonlinear_misspecified_641
9,23,0.20743658204459609,0.96474228023099,False,nonlinear_misspecified,equal,0.6158953621105873,True,-0.46999233988740263,-0.4388958287505222,True,0.7013847192144789,0.027521164467074515,0.01,False,True,False,nonlinear_misspecified_642
10,91,0.4818111318877503,1.4046859392488602,False,nonlinear_misspecified,equal,0.3935692005789453,True,-0.49611843188327853,-0.44474541030493436,True,1.1320388746273884,0.048462205953197335,0.01,False,True,False,nonlinear_misspecified_643
10,22,0.20065794883254334,0.9636201791165752,True,nonlinear_misspecified,equal,0.9555885355216672,True,-0.46242664849654763,-0.4364614169012199,True,0.20775326498507643,0.02909280232417278,0.54,True,True,True,nonlinear_misspecified_644
20,22,0.5015875084871718,2.1807124838856584,True,nonlinear_misspecified,equal,0.7784135194565248,True,-0.4656884674133077,-0.4251407449756592,True,0.5023015427457372,0.05878462153972319,0.93,True,True,True,nonlinear_misspecified_645
7,5,0.4903800876961525,0.31313195392914916,False,nonlinear_misspecified,equal,0.8521017520202547,True,-0.5870099888332763,-0.47292159160011965,True,0.42180577040486406,0.21579298090743904,0.63,True,False,False,nonlinear_misspecified_646
15,17,0.5079017378919045,2.915304925852169,True,nonlinear_misspecified,equal,0.8061230297562575,True,-0.48136102062648145,-0.44143435806772896,True,0.5098862731082262,0.04437398267089553,0.8,True,True,True,nonlinear_misspecified_647
9,31,0.41877384942311113,2.9224543268670917,True,nonlinear_misspecified,unequal,0.8473664262183365,True,-0.46312434015880455,-0.41578831616988876,True,0.42236015389216525,0.04123315439177657,0.15,True,True,True,nonlinear_misspecified_648
2,96,0.2686596034805659,2.628543282791701,True,nonlinear_misspecified,unequal,0.9301711223396613,True,-0.4657520871101657,-0.4493804808463168,True,0.25491556610262733,0.008185803131924296,0.52,True,True,True,nonlinear_misspecified_649
19,72,0.36663987647634677,1.1253331393999308,True,nonlinear_misspecified,unequal,0.8728184310666086,True,-0.45288479295282147,-0.4393056585401494,True,0.3749287821367955,0.02085383348148079,0.94,True,True,True,nonlinear_misspecified_650
4,41,0.5317000999364623,0.007637746752040209,False,nonlinear_misspecified,unequal,0.7801364113832804,True,-0.46161963574566345,-0.4425001937563737,True,0.5197928624357682,0.011254440436632897,0.97,True,False,False,nonlinear_misspecified_651
10,5,0.3553205847745314,1.5080919328248785,True,nonlinear_misspecified,equal,0.8833596879975829,True,-0.4781088488377394,-0.4138363973296063,True,0.3318386909822245,0.09745518212208457,0.87,True,True,True,nonlinear_misspecified_652
12,24,0.21039089802732547,2.5716342672671044,True,nonlinear_misspecified,equal,0.9544108053572973,True,-0.46494693894079175,-0.44064533361416586,True,0.20513949495396552,0.023042131577374145,0.4,True,True,True,nonlinear_misspecified_653
2,85,0.37528170493521446,1.89401093466522,True,nonlinear_misspecified,equal,0.8617159894513037,True,-0.468839370779492,-0.4330594314991639,True,0.3903954429934859,0.017889969640164344,0.69,True,True,True,nonlinear_misspecified_654
5,15,0.44353880999287204,2.5969433583665613,False,nonlinear_misspecified,equal,0.006649943329857355,True,-0.808342494817393,-0.35853608215521077,True,2.0308978313480512,0.25092640815701234,0.01,False,True,False,nonlinear_misspecified_655
14,45,0.3957705472191555,1.8465132375638982,True,nonlinear_misspecified,unequal,0.8425248999836519,True,-0.45370400383760356,-0.43763536102239897,True,0.40736778140702123,0.03376609098094546,0.68,True,True,True,nonlinear_misspecified_656
17,35,0.41204119807124207,1.0876185716848767,True,nonlinear_misspecified,unequal,0.8518940016147587,True,-0.47228683521404047,-0.42831835399536416,True,0.4037989788383223,0.05314838691639714,0.16,True,True,True,nonlinear_misspecified_657
17,96,0.4759945625755709,2.6080995802854545,False,nonlinear_misspecified,unequal,0.09383184022590851,True,-0.437711241114136,-0.3524627741014521,True,2.035167509459211,0.0939707792023377,0.01,False,True,False,nonlinear_misspecified_658
13,7,0.5411612945874048,1.5072978156003072,False,nonlinear_misspecified,equal,0.5196488062680659,True,-0.5382874389732881,-0.420365182830326,True,0.9405436663083783,0.20196081290439066,0.11,True,False,False,nonlinear_misspecified_659
4,10,0.40118427427686765,1.7712003253148905,False,nonlinear_misspecified,equal,-0.23810294690988565,False,-0.46797619051031103,-0.099692688027829,True,1.4987732666825768,0.19900324644377881,0.1,True,False,True,nonlinear_misspecified_660
8,50,0.5225672594828835,1.5417559123885152,True,nonlinear_misspecified,unequal,0.7865472180385648,True,-0.4596449749404455,-0.42517967680538615,True,0.496249433815938,0.025210660593254594,0.27,True,True,True,nonlinear_misspecified_661
17,43,0.5837811963607205,0.6828809524805111,True,nonlinear_misspecified,equal,0.7322048330949162,True,-0.48869405293234797,-0.4378583694321844,True,0.593933484040401,0.05513108832041342,0.39,True,True,True,nonlinear_misspecified_662
20,56,0.3088746890781185,2.836426782578938,True,nonlinear_misspecified,unequal,0.9076172188281774,True,-0.462798626642079,-0.44861979594723517,True,0.30517946283316294,0.024965018109136376,0.27,True,True,True,nonlinear_misspecified_663
20,21,0.2918446742141308,2.192857407613947,True,nonlinear_misspecified,equal,0.9148498382146995,True,-0.4656244920138561,-0.43590714012266396,True,0.28838566743744337,0.03597891818488513,0.72,True,True,True,nonlinear_misspecified_664
15,12,0.3085538139966735,0.7914430355752985,False,nonlinear_misspecified,unequal,0.7648387174461173,True,-0.4718425313037469,-0.434447896343212,True,0.5187643790007285,0.05316476542687819,0.01,False,True,False,nonlinear_misspecified_665
5,66,0.1356218093551549,2.9383717911257055,False,nonlinear_misspecified,equal,0.29696189492148584,True,-0.6915286472046562,-0.4146231379258126,True,1.2123262160300563,0.16342873629173918,0.01,False,True,False,nonlinear_misspecified_666
18,13,0.24419365237904245,2.1943254739896663,True,nonlinear_misspecified,equal,0.933590975648401,True,-0.45766036247342307,-0.4376841593905875,True,0.24362675975173084,0.02495737289011252,0.95,True,True,True,nonlinear_misspecified_667
4,99,0.1794975777747186,0.059375506497004626,False,nonlinear_misspecified,equal,0.9602647265738423,True,-0.45879972904862587,-0.44895197727909286,True,0.19632600529401154,0.005050517196627502,0.01,False,True,False,nonlinear_misspecified_668
17,24,0.4094932749162498,2.083621028757688,False,nonlinear_misspecified,unequal,0.30800408430035997,True,-0.5917971351371296,-0.4655777588763539,True,1.4625881434500527,0.16930245213059553,0.01,False,True,False,nonlinear_misspecified_669
7,6,0.07451173476370374,2.9212907498668024,False,nonlinear_misspecified,unequal,-0.19688374953940269,False,-0.49207413237008396,-0.16538583905214438,True,2.8256863934850225,0.30231175106736635,0.02,False,True,True,nonlinear_misspecified_670
14,20,0.25366845258053267,1.2596423308304496,False,nonlinear_misspecified,equal,0.49467664218107466,True,-0.48723546323440253,-0.4405021612766229,True,0.9063780342308723,0.07489806527915832,0.01,False,True,False,nonlinear_misspecified_671
14,98,0.28711705741583554,0.1831409444645713,False,nonlinear_misspecified,unequal,0.9077277458704209,True,-0.4521884620545419,-0.43714600710056556,True,0.30709934105256126,0.01563557868163372,0.01,False,True,False,nonlinear_misspecified_672
17,17,0.17016995952035163,2.080914766952625,True,nonlinear_misspecified,unequal,0.9711265346813925,True,-0.4593997498555114,-0.44770261075100604,True,0.17490371463144275,0.014939618356265918,0.98,True,True,True,nonlinear_misspecified_673
15,67,0.3462138454053318,1.2068009594655469,True,nonlinear_misspecified,equal,0.8948114688855336,True,-0.46469599806474,-0.4383251806272586,True,0.3433191132009018,0.02478786303227877,0.25,True,True,True,nonlinear_misspecified_674
4,32,0.05096582901240854,0.684950305081364,False,nonlinear_misspecified,unequal,0.9722193059628468,True,-0.4603661445865249,-0.43380927062615365,True,0.14443313305183633,0.012967578368336166,0.01,False,True,False,nonlinear_misspecified_675
16,65,0.5160052949240793,1.3393978769255455,False,nonlinear_misspecified,unequal,0.4507648337293133,True,-0.48440859202654,-0.44621059668730706,True,1.058958028909235,0.13722993073796888,0.01,False,True,False,nonlinear_misspecified_676
12,88,0.15465605957640316,0.5941276385525834,True,nonlinear_misspecified,equal,0.9760750346731469,True,-0.456547455010235,-0.45026210686545853,True,0.15758547386476507,0.0052946660358785605,0.74,True,True,True,nonlinear_misspecified_677
10,34,0.2995895049822837,0.9534487647838948,True,nonlinear_misspecified,equal,0.9068933211658001,True,-0.45651347019027644,-0.4283842403089121,True,0.3058083113659798,0.025224402919392642,0.4,True,True,True,nonlinear_misspecified_678
15,16,0.48337210378083106,0.7458900064459592,False,nonlinear_misspecified,equal,0.6962887948007044,True,-0.4685132412201911,-0.429809338891158,True,0.6189849678306869,0.05729698924986169,0.01,False,True,False,nonlinear_misspecified_679
10,80,0.354212400941339,1.5714172596500253,True,nonlinear_misspecified,unequal,0.8829170876501637,True,-0.4587475065541972,-0.4292606349310382,True,0.35138903680141836,0.025098560884663636,0.17,True,True,True,nonlinear_misspecified_680
3,13,0.18212977060626373,2.93596883041343,False,nonlinear_misspecified,unequal,-1.2249873131226452,False,-0.8210141205961502,0.5228903298401681,False,3.961132432682263,0.5889596750801251,0.03,False,True,True,nonlinear_misspecified_681
10,84,0.11230944923465043,0.9680971304205785,False,nonlinear_misspecified,unequal,0.49410239339109885,True,-0.4907167962232514,-0.4296764604314509,True,0.9107449394596926,0.07823877832101092,0.01,False,True,False,nonlinear_misspecified_682
11,32,0.1268400028809547,0.6274503659879624,True,nonlinear_misspecified,unequal,0.9836301653526688,True,-0.45931859193763447,-0.4504036880150955,True,0.1266568116575948,0.016707059622771192,0.68,True,True,True,nonlinear_misspecified_683
17,65,0.457119506757033,1.563949562605072,True,nonlinear_misspecified,unequal,0.8237013252083136,True,-0.46142706366511427,-0.4258229247491306,True,0.4548598678708528,0.029808147624390924,0.27,True,True,True,nonlinear_misspecified_684
13,53,0.5062277982819209,2.380475523012557,True,nonlinear_misspecified,unequal,0.7968436856106069,True,-0.456481649444672,-0.43285300292031587,True,0.497553310622944,0.05603237441578777,0.63,True,True,True,nonlinear_misspecified_685
10,35,0.05567648226092063,2.8855119370946762,False,nonlinear_misspecified,equal,0.25859447383166523,True,-0.472938567815393,-0.37689249149040194,True,1.4021132491632335,0.07470578526867012,0.01,False,True,False,nonlinear_misspecified_686
11,9,0.16346812669257288,2.7613954372819944,True,nonlinear_misspecified,equal,0.9718140174054456,True,-0.4669039667753159,-0.43929234725450167,True,0.1597780030427826,0.030553501250476258,0.07,True,True,True,nonlinear_misspecified_687
11,89,0.36534366391977585,1.9459215050510135,True,nonlinear_misspecified,equal,0.8795340099985779,True,-0.4660534900997388,-0.44319293239496627,True,0.3649403976283007,0.022990489056283623,0.59,True,True,True,nonlinear_misspecified_688
8,22,0.10305754200017883,2.6828187276527786,True,nonlinear_misspecified,equal,0.9903672677545591,True,-0.454906707004628,-0.4443489219123137,True,0.09986491942399409,0.008861486567510962,0.67,True,True,True,nonlinear_misspecified_689
12,84,0.10466854426972372,1.0845538395711485,True,nonlinear_misspecified,unequal,0.9894209254660026,True,-0.45092839615747743,-0.44667368574274074,True,0.10196534818659626,0.004123795258401315,0.09,True,True,True,nonlinear_misspecified_690
2,41,0.3364650639525763,0.7844635005483475,False,nonlinear_misspecified,equal,0.8758196590534397,True,-0.45636875564316753,-0.4449465510604016,True,0.3166311157897136,0.005711102291382608,0.03,False,True,False,nonlinear_misspecified_691
8,21,0.0750340089397285,1.1033117657926639,True,nonlinear_misspecified,equal,0.9946168602427085,True,-0.4441281568824427,-0.4392499922389266,True,0.07142879014160448,0.004645267883484619,0.98,True,True,True,nonlinear_misspecified_692
4,14,0.5144793041732929,1.8622885299416883,False,nonlinear_misspecified,unequal,0.11266941054596125,True,-0.6825988009378209,-0.42556358186644166,True,1.1980800284589224,0.11354391476533648,0.01,False,True,False,nonlinear_misspecified_693
17,94,0.2705397962137099,1.2284328370228192,False,nonlinear_misspecified,unequal,0.411750389352986,True,-0.48030754317517993,-0.4304454478554723,True,1.0700848727719103,0.07397099714959687,0.01,False,True,False,nonlinear_misspecified_694
11,62,0.3335775765985548,0.7770502243531368,False,nonlinear_misspecified,equal,0.5566934206583753,True,-0.4849024934503634,-0.4072097960119228,True,0.8158100001357719,0.0750243645741191,0.01,False,True,False,nonlinear_misspecified_695
16,33,0.3306091619519623,2.596484677605922,False,nonlinear_misspecified,equal,0.12424645487124641,True,-0.5057213065575724,-0.33357018844892555,True,1.9763542331738455,0.18530313842925966,0.01,False,True,False,nonlinear_misspecified_696
6,9,0.3884139965379859,2.555573208160063,False,nonlinear_misspecified,equal,-0.007927118270476097,False,-0.6657345052752094,-0.2354316282795153,True,1.591939956932252,0.20109554153442108,0.31,True,False,True,nonlinear_misspecified_697
10,67,0.33410542029469237,2.09125062801441,True,nonlinear_misspecified,unequal,0.8996817919415465,True,-0.4556555411238629,-0.43637358428037143,True,0.3215346961013952,0.024084382433178363,0.87,True,True,True,nonlinear_misspecified_698
3,16,0.504475802348308,0.03718388489380542,False,nonlinear_misspecified,unequal,0.8398957020333493,True,-0.4929950469345715,-0.4444361349342396,True,0.4126227401798264,0.027865422873504915,0.58,True,False,False,nonlinear_misspecified_699
4,57,0.27311333573117824,2.971362028530349,True,nonlinear_misspecified,unequal,0.9321931491401203,True,-0.45845615924157107,-0.4385861665610435,True,0.2674949654817249,0.026001519083987065,0.88,True,True,True,nonlinear_misspecified_700
9,100,0.4251023196057504,1.3663877047225972,True,nonlinear_misspecified,equal,0.8422174196953929,True,-0.4670495339142009,-0.4322034670221923,True,0.42661456713852247,0.02903116855293679,0.49,True,True,True,nonlinear_misspecified_701
12,56,0.574374926843117,0.32051360325536016,True,nonlinear_misspecified,unequal,0.7441273956434618,True,-0.4512294910749766,-0.4296791783715213,True,0.5751087578829326,0.03302263388991744,0.99,True,True,True,nonlinear_misspecified_702
20,83,0.060758262549535536,2.6420741338020175,True,nonlinear_misspecified,equal,0.9963454972040305,True,-0.4517530333539345,-0.44897635243364825,True,0.05943599068350692,0.003403196709156501,0.82,True,True,True,nonlinear_misspecified_703
3,70,0.05014448130592191,2.2165363731992898,True,nonlinear_misspecified,equal,0.9970511035319921,True,-0.4525650461467927,-0.45008574732417084,True,0.050823654349254774,0.0014745959991328398,0.89,True,True,True,nonlinear_misspecified_704
3,61,0.1411209987165664,1.2947040860640775,True,nonlinear_misspecified,equal,0.9783826182582513,True,-0.46210877698448105,-0.43817622124434935,True,0.14185633493154431,0.009785759042720584,0.22,True,True,True,nonlinear_misspecified_705
14,30,0.46791489372057377,0.9192655112024501,False,nonlinear_misspecified,equal,0.5029273724216856,True,-0.51153344165768,-0.4286004757369106,True,0.9481493878647669,0.12744148111985257,0.01,False,True,False,nonlinear_misspecified_706
15,15,0.3877189514277405,2.2907843049715435,False,nonlinear_misspecified,unequal,0.052972800058306624,True,-0.5084284126760511,-0.25824058259179933,True,2.037319749309789,0.2061620956721275,0.01,False,True,False,nonlinear_misspecified_707
11,79,0.2815124302480561,2.2895052053348106,False,nonlinear_misspecified,equal,0.23116498635129956,True,-0.5038976449391551,-0.3729025351684011,True,1.392810083407059,0.1222971797134575,0.01,False,True,False,nonlinear_misspecified_708
13,50,0.06665174306984058,1.7494812414254468,True,nonlinear_misspecified,unequal,0.9953306704372039,True,-0.4537597264137407,-0.449658963845936,True,0.06681203959670066,0.005446668348116608,0.58,True,True,True,nonlinear_misspecified_709
6,13,0.2846004906113442,1.565195705111044,False,nonlinear_misspecified,equal,0.5123008747209039,True,-0.46275682157471587,-0.3325955230650071,True,0.8490281514480678,0.08928742452521585,0.04,False,True,False,nonlinear_misspecified_710
13,31,0.07640960550745692,1.3984850996031881,True,nonlinear_misspecified,equal,0.9938697648914768,True,-0.45094863824325604,-0.44390926841796874,True,0.07511972016850538,0.00690334453365746,0.49,True,True,True,nonlinear_misspecified_711
11,55,0.5102487040987704,0.4407574723921205,False,nonlinear_misspecified,unequal,0.6979724832340602,True,-0.45915473882559843,-0.41394524861302895,True,0.6119967787712305,0.07347321534946559,0.01,False,True,False,nonlinear_misspecified_712
2,48,0.17855878728924368,0.23075888590070148,False,nonlinear_misspecified,unequal,0.9107278586206771,True,-0.46874969241639586,-0.4494091067375464,True,0.22716916270170176,0.009670292839424471,0.01,False,True,False,nonlinear_misspecified_713
17,19,0.27089665962871073,0.6072040453990571,False,nonlinear_misspecified,unequal,0.8208260426531099,True,-0.4777918029243262,-0.4447725063205344,True,0.4749043537233021,0.0734003850181863,0.01,False,True,False,nonlinear_misspecified_714
20,65,0.07840042474158954,1.444420121882431,True,nonlinear_misspecified,unequal,0.993648967350216,True,-0.4532535271674854,-0.4490037610525034,True,0.0789438641157833,0.005275577864000488,0.21,True,True,True,nonlinear_misspecified_715
16,87,0.14383707567525555,2.588700193369786,False,nonlinear_misspecified,unequal,0.2146022462989018,True,-0.5115346143087832,-0.44856134052847124,True,1.7198381749159608,0.12338170563385441,0.01,False,True,False,nonlinear_misspecified_716
3,14,0.12303042116922558,2.235758117699694,True,nonlinear_misspecified,equal,0.9906177245869001,True,-0.4584765434093273,-0.42856874179843657,True,0.10107447353669773,0.013449092647497354,0.45,True,True,True,nonlinear_misspecified_717
8,41,0.3429481385420572,0.7690793995901956,False,nonlinear_misspecified,equal,0.7850239447410767,True,-0.4861649113979509,-0.4314114168107399,True,0.5014162833309924,0.041539271618369907,0.01,False,True,False,nonlinear_misspecified_718
20,29,0.4380218131110108,2.750295938933462,True,nonlinear_misspecified,equal,0.8366270989734863,True,-0.47818142311420375,-0.4363374442720689,True,0.4347739065047469,0.04742683922746289,0.4,True,True,True,nonlinear_misspecified_719
19,31,0.12986414366565674,0.8864788656995622,False,nonlinear_misspecified,unequal,0.5937988593499551,True,-0.4718781526191249,-0.4270890693340941,True,0.7372632197518919,0.06889365565021453,0.01,False,True,False,nonlinear_misspecified_720
2,8,0.3643270839727141,0.8254184911003842,True,nonlinear_misspecified,unequal,0.6996988626098983,True,-0.6628690211010034,-0.5776155166731572,True,0.5479809529792135,0.042626752213923036,0.87,True,True,True,nonlinear_misspecified_721
19,16,0.2471635347290399,0.23155263484827437,True,nonlinear_misspecified,unequal,0.9344836388812013,True,-0.45654160557488366,-0.427675946875055,True,0.24647791918903497,0.0673028811747523,0.42,True,True,True,nonlinear_misspecified_722
8,72,0.5812654004707088,1.0011099076143226,False,nonlinear_misspecified,unequal,0.5438825861444585,True,-0.44843669456217095,-0.41419082624451314,True,0.8153331472113806,0.025842378012725497,0.01,False,True,False,nonlinear_misspecified_723
6,63,0.42131899323301586,1.6202635993695662,False,nonlinear_misspecified,unequal,0.5043695882065935,True,-0.4537217066845647,-0.42669370244603055,True,0.9013056063237112,0.03372903456505883,0.01,False,True,False,nonlinear_misspecified_724
5,18,0.16216132314490428,0.24267530401701531,True,nonlinear_misspecified,equal,0.9693010719292265,True,-0.46775398530175305,-0.4473980994880368,True,0.17337233487286016,0.01818544238472791,0.94,True,True,True,nonlinear_misspecified_725
18,18,0.37502509821132474,1.3010518668060533,False,nonlinear_misspecified,unequal,0.5607354164648702,True,-0.49249304603403415,-0.43609200392248926,True,0.8102823877976717,0.19525776850981386,0.01,False,True,False,nonlinear_misspecified_726
6,24,0.31918986106761194,2.705853314725827,False,nonlinear_misspecified,unequal,0.5165551189473323,True,-0.5408302880799566,-0.3951950786612505,True,0.8992542706487527,0.3121952851715466,0.18,True,False,False,nonlinear_misspecified_727
8,78,0.36637855855177576,0.28867182496700616,True,nonlinear_misspecified,unequal,0.8690325371400185,True,-0.46455042160789045,-0.43827141816986387,True,0.36752447594918286,0.02863906219448521,0.3,True,True,True,nonlinear_misspecified_728
5,43,0.44477293172461435,0.6833333918724731,False,nonlinear_misspecified,unequal,0.42106345699320036,True,-0.4943838450113654,-0.38512322903828133,True,0.849389577075566,0.09288089453578417,0.01,False,True,False,nonlinear_misspecified_729
5,28,0.14922017043947405,0.48571778551255484,True,nonlinear_misspecified,equal,0.9789947951814966,True,-0.45495914846833146,-0.4385025025740644,True,0.1415048506633865,0.010213210279669283,0.96,True,True,True,nonlinear_misspecified_730
17,54,0.46461449420270523,0.3910043994066612,False,nonlinear_misspecified,equal,0.7644800910668338,True,-0.47293325409119036,-0.4406327026844225,True,0.5604218056910854,0.03909336637223668,0.01,False,True,False,nonlinear_misspecified_731
9,56,0.11890362445736258,1.823136480582273,False,nonlinear_misspecified,unequal,0.4152343210843069,True,-0.4817677158913558,-0.3934327907738368,True,1.038451143183133,0.07696445448747066,0.01,False,True,False,nonlinear_misspecified_732
15,40,0.28103315685086383,1.6917097310618967,False,nonlinear_misspecified,equal,0.3998542030455453,True,-0.46844266763271797,-0.420075380157623,True,1.0563462800900396,0.05696886519357,0.01,False,True,False,nonlinear_misspecified_733
20,56,0.4870286663732613,0.5115957837684514,False,nonlinear_misspecified,unequal,0.7203820311669337,True,-0.46966503187782555,-0.4457302808328924,True,0.6090357357725574,0.033537984251964394,0.01,False,True,False,nonlinear_misspecified_734
11,38,0.5809575709394295,1.333614129202623,True,nonlinear_misspecified,unequal,0.7561655555692337,True,-0.46502367762962904,-0.4239744512594747,True,0.5485714086662734,0.038915833647743696,0.37,True,True,True,nonlinear_misspecified_735
5,31,0.17579800519637406,2.1805309996462645,False,nonlinear_misspecified,equal,-0.17706465493517132,False,-0.5657626019746208,-0.41537129670326256,True,2.7380487530898048,0.059208020120245744,0.01,False,True,True,nonlinear_misspecified_736
12,38,0.24170755912916264,2.856651878914137,True,nonlinear_misspecified,equal,0.941463012764251,True,-0.4555515083505477,-0.44013455637151633,True,0.24374939476884144,0.0145724181120798,0.81,True,True,True,nonlinear_misspecified_737
10,96,0.560507377125681,1.9762864047347088,True,nonlinear_misspecified,equal,0.7459575397759219,True,-0.46286205695156785,-0.42260401095337763,True,0.5782542752371495,0.0295135074158566,0.74,True,True,True,nonlinear_misspecified_738
4,12,0.45122402161564246,0.0017847537086710386,True,nonlinear_misspecified,equal,0.7773934713834953,True,-0.44843236413876153,-0.3931642603821517,True,0.44467509374526326,0.04398214235793129,0.81,True,True,True,nonlinear_misspecified_739
11,77,0.4941357183981345,0.1660675397481256,True,nonlinear_misspecified,equal,0.7938933608668752,True,-0.4605165060345249,-0.4268226693476382,True,0.5030554488529033,0.030768445177780553,0.28,True,True,True,nonlinear_misspecified_740
12,12,0.24539043199732358,2.1569456397896163,True,nonlinear_misspecified,equal,0.9337498345592461,True,-0.49410986856635575,-0.4623888136332548,True,0.24744029397376907,0.030597257176430703,0.94,True,True,True,nonlinear_misspecified_741
7,92,0.3520543602853673,1.4821595085495098,False,nonlinear_misspecified,unequal,0.4151396744429289,True,-0.47738169370881106,-0.3968995630802683,True,1.0178925937223668,0.10261174972450271,0.01,False,True,False,nonlinear_misspecified_742
8,67,0.12043189740145464,0.045521672612522934,False,nonlinear_misspecified,unequal,0.980436119087719,True,-0.45835492137479084,-0.447906763381656,True,0.13542822889468603,0.00911370808787489,0.01,False,True,False,nonlinear_misspecified_743
14,47,0.2749341506125542,1.0653695871527917,False,nonlinear_misspecified,unequal,0.6568094883447255,True,-0.45967387411809807,-0.4406127942376868,True,0.6552475341505968,0.02633867255062587,0.01,False,True,False,nonlinear_misspecified_744
15,33,0.20667456760195574,1.451632493108221,False,nonlinear_misspecified,unequal,0.6922447035477537,True,-0.4584201810894364,-0.4172926622182511,True,0.6150287953177082,0.07538133791674592,0.01,False,True,False,nonlinear_misspecified_745
9,23,0.3177222787441304,0.8279472559115733,True,nonlinear_misspecified,unequal,0.9045708969891322,True,-0.44167330483800277,-0.41674227662064683,True,0.3054535355108228,0.031855225731455133,0.32,True,True,True,nonlinear_misspecified_746
10,6,0.26119121594953465,1.1742257566987464,False,nonlinear_misspecified,equal,0.7756689044524349,True,-0.536671377365891,-0.44020427801010537,True,0.5242364811087159,0.11138846166922912,0.21,True,False,False,nonlinear_misspecified_747
18,81,0.46148270689079607,0.4481152031633585,True,nonlinear_misspecified,unequal,0.8160763684590265,True,-0.45905653168285104,-0.4315881652276276,True,0.4611665634016948,0.0345770407718061,0.29,True,True,True,nonlinear_misspecified_748
12,41,0.3915064375658021,0.9553955256174695,True,nonlinear_misspecified,unequal,0.834521415605673,True,-0.4594837844474211,-0.4277024171837061,True,0.4223223940713167,0.0505957397721523,0.65,True,True,True,nonlinear_misspecified_749
18,61,0.34369007888471376,2.2750518846814023,True,nonlinear_misspecified,equal,0.8881372986536263,True,-0.452253591620834,-0.43828726830903586,True,0.34307452403455463,0.01590268393104762,0.89,True,True,True,nonlinear_misspecified_750
2,6,0.29837655760563836,0.4786486824603112,False,nonlinear_misspecified,unequal,0.9027882819420564,True,-0.4480443707958589,-0.3982441751813783,True,0.24515727710282,0.024900097807240423,0.17,True,False,False,nonlinear_misspecified_751
