K,n_per_facility,sigma,heterogeneity,is_universal,confound_type,n_mode,r2_lofo,protocol_says_universal,bootstrap_a_ci_lo,bootstrap_a_ci_hi,bootstrap_a_stable,obs_sigma_hat,obs_hetero_hat,perm_pvalue,perm_says_universal,perm_correct,correct,scenario_id
6,75,0.39613818392212746,2.3768968330583986,True,outlier_contaminated,unequal,0.6472930589504403,True,-0.4928232810203271,-0.4006406022867144,True,0.7341428303603595,0.05533848271640921,0.02,False,False,True,outlier_contaminated_437
15,9,0.34629593659812974,1.0872059881826652,True,outlier_contaminated,equal,0.7044841073433543,True,-0.4809608213787821,-0.40174007347025825,True,0.6207305699246893,0.12047295825602497,0.72,True,True,True,outlier_contaminated_438
10,81,0.2978719215634261,2.1284495474338914,False,outlier_contaminated,unequal,-0.24168874057745748,False,-0.7539270634207159,0.12423299915359105,False,7.083014086792932,0.5959958790918155,0.01,False,True,True,outlier_contaminated_439
16,38,0.45536229901958397,1.4773133291739948,False,outlier_contaminated,equal,-0.1025269628600034,False,-0.646730241130865,-0.06870464447515363,True,4.806101481046293,0.4198322264337727,0.01,False,True,True,outlier_contaminated_440
13,52,0.5223197856349293,0.42557276441108394,True,outlier_contaminated,equal,0.4679829784690841,True,-0.47974217972362065,-0.4231711581872919,True,1.0126341910397756,0.053592974656472926,0.51,True,True,True,outlier_contaminated_441
11,91,0.20023723702334795,1.6866545477744788,True,outlier_contaminated,unequal,0.867112584519584,True,-0.46115619784853873,-0.4352057822840986,True,0.3789339363240094,0.028218700522940378,0.31,True,True,True,outlier_contaminated_442
2,38,0.1657630716186859,2.686089180227763,True,outlier_contaminated,equal,0.9020392753381257,True,-0.48509334938293613,-0.4787881703513093,True,0.31206163485709143,0.0031525895158131534,0.42,True,True,True,outlier_contaminated_443
5,68,0.5751856183958401,1.4979259942942624,True,outlier_contaminated,unequal,0.3390794380861335,True,-0.4890060890415525,-0.3729816172331158,True,1.2602839514593929,0.06655186303369094,0.62,True,True,True,outlier_contaminated_444
4,6,0.43774045574764037,2.9355577335044547,False,outlier_contaminated,equal,-0.848559354006019,False,-0.27831927231771864,1.8217543895067296,False,6.7285014724249415,0.5373036056204477,0.01,False,True,True,outlier_contaminated_445
8,48,0.5860803228471282,0.790473605080731,False,outlier_contaminated,unequal,-0.15651740235880407,False,-0.4870318005635665,-0.1456748954011768,True,2.415490058776237,0.15895301039255708,0.01,False,True,True,outlier_contaminated_446
3,83,0.3288755680180736,0.4404161687713779,False,outlier_contaminated,unequal,-1.1719333477167324,False,-0.78116255095213,-0.35738189297445416,True,1.759555151071157,0.15492912267949754,0.01,False,True,True,outlier_contaminated_447
9,84,0.5064998034221748,1.223270057670013,True,outlier_contaminated,unequal,0.4761068590934754,True,-0.5491859376287621,-0.4365297526259297,True,1.048331391592931,0.0773140291068115,0.23,True,True,True,outlier_contaminated_448
16,75,0.2536758401557275,0.15138031905445903,False,outlier_contaminated,equal,0.6189223485454225,True,-0.5167845508675319,-0.442186853216019,True,0.7674494494097026,0.056189420731196676,0.01,False,True,False,outlier_contaminated_449
16,38,0.5713023443938072,2.3073158179698483,False,outlier_contaminated,equal,-0.15064979824314384,False,-1.2651096812710203,0.6361597671015791,False,12.088170234802492,0.8646648457927866,0.01,False,True,True,outlier_contaminated_450
18,45,0.4971089719184429,2.8294504045818654,True,outlier_contaminated,unequal,0.4720649761386625,True,-0.46004133232952166,-0.4110396496331714,True,1.0410659944802458,0.08813118481764137,0.82,True,True,True,outlier_contaminated_451
17,7,0.25781641971305214,0.9115580286985372,True,outlier_contaminated,unequal,0.6372945654952484,True,-0.4932429681156151,-0.3951905700224318,True,0.7045090943575124,0.23413834268972533,0.87,True,True,True,outlier_contaminated_452
4,35,0.4605302588016243,0.9074437737789826,True,outlier_contaminated,unequal,0.45375505338760136,True,-0.5094313015958829,-0.3647728855888254,True,1.053703051481129,0.07106415412233329,0.46,True,True,True,outlier_contaminated_453
5,39,0.46299736538385,2.185625114408051,True,outlier_contaminated,equal,0.5093285745617526,True,-0.48120600544049663,-0.43602772367224085,True,1.0109465324370563,0.0236979660736432,1.0,True,True,True,outlier_contaminated_454
11,41,0.22411320416324554,0.027893354985855323,False,outlier_contaminated,unequal,0.7922058790538449,True,-0.4805743602569616,-0.43735585910019453,True,0.49075800479094583,0.044050984911019074,0.01,False,True,False,outlier_contaminated_455
10,8,0.470829930091896,0.4045567851369424,True,outlier_contaminated,equal,0.5730553882128847,True,-0.5472574489617261,-0.4041139782563481,True,0.8557830660575794,0.15121126602824478,0.54,True,True,True,outlier_contaminated_456
11,48,0.4019099538354345,2.529953852052615,True,outlier_contaminated,unequal,0.590530215696689,True,-0.48121678631517506,-0.4160778429157163,True,0.8051378218058424,0.0710032195977546,0.44,True,True,True,outlier_contaminated_457
14,65,0.07666155064491725,0.017087119066099277,False,outlier_contaminated,equal,0.9706032536432608,True,-0.45483488941751854,-0.44355502946838227,True,0.16685269593953392,0.01236472413422636,0.01,False,True,False,outlier_contaminated_458
6,72,0.34869298181670905,0.8577899900872061,True,outlier_contaminated,unequal,0.7157254730173297,True,-0.5038320006655563,-0.4654391793757016,True,0.6427232125909601,0.03196174910665977,0.37,True,True,True,outlier_contaminated_459
5,17,0.33056482275218974,0.7394863351714308,True,outlier_contaminated,equal,0.6373442477805698,True,-0.49260824169908135,-0.3939856467188542,True,0.7387439916162157,0.06674082516797585,0.85,True,True,True,outlier_contaminated_460
11,23,0.5728397313657989,0.9101823247381642,False,outlier_contaminated,unequal,-0.17971974891538323,False,-0.8103226288562867,-0.21813328623427458,True,3.5716050654360503,0.33326233639796743,0.01,False,True,True,outlier_contaminated_461
14,28,0.15798568356686923,1.5662623776105822,True,outlier_contaminated,equal,0.8906000287794855,True,-0.46286989538272466,-0.4312158631007537,True,0.34078694877935284,0.025280416306409974,0.39,True,True,True,outlier_contaminated_462
8,70,0.20910471981176298,1.29193365834511,True,outlier_contaminated,equal,0.8558079432244652,True,-0.459686518229115,-0.43419652151914234,True,0.40319744881052566,0.01988927142908913,0.43,True,True,True,outlier_contaminated_463
2,61,0.17397548821892478,2.3508867784693206,False,outlier_contaminated,equal,-1.723693802320458,False,-1.4196555410326677,-0.9546781787110274,True,4.4262082449208044,0.1877936349219167,0.01,False,True,True,outlier_contaminated_464
13,56,0.2519572853640365,2.6473608074989117,True,outlier_contaminated,equal,0.7019261329904165,True,-0.4772496125946657,-0.43430644532418006,True,0.634084196597861,0.037495177377765525,0.36,True,True,True,outlier_contaminated_465
5,69,0.5194151116149612,1.0712604226946962,True,outlier_contaminated,unequal,0.33184937922962277,True,-0.4906333622460216,-0.3655430705830999,True,1.2134644260623288,0.07699731398056418,0.3,True,True,True,outlier_contaminated_466
15,60,0.5408337952491449,1.4973017710934982,True,outlier_contaminated,equal,0.4320659932111244,True,-0.4847250840707032,-0.42697557875908115,True,1.1169493732906544,0.06145328564812586,0.66,True,True,True,outlier_contaminated_467
12,14,0.06566118307641776,2.10307521095401,True,outlier_contaminated,unequal,0.9851352736986474,True,-0.44782489552757054,-0.43433270647240585,True,0.11094262771560102,0.0242326388839421,0.29,True,True,True,outlier_contaminated_468
11,25,0.2824660627711527,2.518181843966577,False,outlier_contaminated,equal,-0.09960846495030773,False,-1.0099564290037955,-0.27643001801321193,True,4.1137503481746505,0.4627803418868281,0.01,False,True,True,outlier_contaminated_469
4,54,0.11760753915622407,0.880762430184423,True,outlier_contaminated,unequal,0.9337541961327822,True,-0.45619409703943803,-0.43222222355853285,True,0.26901037661500216,0.01139184635473505,0.2,True,True,True,outlier_contaminated_470
11,66,0.41129357723661925,0.8959815731938513,False,outlier_contaminated,equal,-0.19503133322811217,False,-0.7203791494170056,-0.0999837934092646,True,5.85886957089411,0.42980324529118225,0.01,False,True,True,outlier_contaminated_471
17,72,0.4963592530500669,2.3886206720009877,False,outlier_contaminated,unequal,-0.12211361967121714,False,-0.3144407427167376,0.13071201823705525,False,6.363171797897619,0.4767631976543035,0.01,False,True,True,outlier_contaminated_472
14,98,0.4663596657835849,2.6830596937133344,True,outlier_contaminated,unequal,0.497170012976923,True,-0.49771209870169303,-0.43724400257049734,True,1.0114779101692806,0.07891120105173503,0.46,True,True,True,outlier_contaminated_473
18,27,0.09618181922715349,0.22065266478714995,False,outlier_contaminated,equal,0.49370693035900526,True,-0.5281008265177339,-0.4488734111990303,True,0.9554581203436562,0.057326537183527385,0.01,False,True,False,outlier_contaminated_474
9,82,0.4894737917415697,1.372760169060844,True,outlier_contaminated,equal,0.4034874291584205,True,-0.4398488264834559,-0.35527935121765675,True,1.0421984604696217,0.06548321023484623,0.7,True,True,True,outlier_contaminated_475
18,92,0.316682882915186,0.364465381073082,False,outlier_contaminated,equal,0.3382963436015358,True,-0.48418883063019225,-0.39068256297534787,True,1.2121550860645534,0.08801445502170434,0.01,False,True,False,outlier_contaminated_476
13,83,0.4308643779583648,2.111407113312133,False,outlier_contaminated,unequal,-0.2187921849212182,False,-0.9011822850428421,-0.007249898461133334,True,8.18198727119083,0.6695743099379977,0.01,False,True,True,outlier_contaminated_477
12,51,0.15366073000294928,1.612217940351115,False,outlier_contaminated,unequal,-0.09968111699664028,False,-0.8312146614883147,-0.3977654085752385,True,3.7229790991205136,0.2794498247825288,0.01,False,True,True,outlier_contaminated_478
5,15,0.44152816643297166,1.6961723163834908,False,outlier_contaminated,equal,-0.5781917911642898,False,-0.5366827387197168,0.6433384879865407,False,5.9592033016574595,0.4628586721265536,0.01,False,True,True,outlier_contaminated_479
18,50,0.418331494919371,1.8751063756453359,True,outlier_contaminated,unequal,0.5724765807459209,True,-0.48213045825922235,-0.42758534728464803,True,0.8851221922736241,0.06393583196351527,0.1,True,True,True,outlier_contaminated_480
19,95,0.4181980277457106,1.8094970490000737,True,outlier_contaminated,equal,0.5011642850819367,True,-0.4555363847164434,-0.40806267629141285,True,0.9342838889372221,0.05320044840545924,0.24,True,True,True,outlier_contaminated_481
4,77,0.4682516059282159,0.6100317600313053,True,outlier_contaminated,equal,0.3890260043728626,True,-0.4397602487060863,-0.3692669483059871,True,1.0246470844925784,0.03450116089741137,0.59,True,True,True,outlier_contaminated_482
2,8,0.508485689599847,2.1792214951941626,True,outlier_contaminated,unequal,-0.5211135758600045,False,-1.1136377359437952,-0.3628597392656764,True,0.8165590145631647,0.3753889983390602,0.18,True,True,False,outlier_contaminated_483
2,62,0.23467502217286496,2.883509991042938,False,outlier_contaminated,unequal,-3.085223099573067,False,-1.1716409631849969,0.5950857383353523,False,9.375007435218581,0.8833633507601744,0.01,False,True,True,outlier_contaminated_484
3,82,0.2821456457458579,2.1201211522517407,True,outlier_contaminated,unequal,0.7659874885110146,True,-0.4688029004588,-0.4468484345588905,True,0.5744407142835917,0.01781256256667866,0.95,True,True,True,outlier_contaminated_485
3,60,0.4158005821067072,0.11027334806513245,True,outlier_contaminated,unequal,0.574069941883976,True,-0.5701324306814173,-0.46663146771390884,True,0.8958886464002401,0.04851375254100048,0.91,True,True,True,outlier_contaminated_486
7,52,0.5397766472498746,0.9514810042235786,True,outlier_contaminated,equal,0.4405278443593915,True,-0.5600393404408857,-0.42924834465223666,True,1.1518231352262616,0.08961204335031758,0.68,True,True,True,outlier_contaminated_487
9,46,0.2924068733405745,2.6366571128728222,False,outlier_contaminated,equal,-0.22552399505903553,False,-1.0801523942847522,-0.3462194096868006,True,8.182923023635547,0.6350084320420452,0.01,False,True,True,outlier_contaminated_488
11,76,0.19306765668613013,0.7914087528053596,True,outlier_contaminated,equal,0.826632080367487,True,-0.4559618879836918,-0.42926846655646156,True,0.4372423281670909,0.025261478434586072,0.21,True,True,True,outlier_contaminated_489
20,78,0.4218557264981311,1.8201274371508145,True,outlier_contaminated,equal,0.516242662364368,True,-0.4594039357908019,-0.40734368188495645,True,0.927709947421145,0.062352488591336595,0.39,True,True,True,outlier_contaminated_490
9,66,0.20973145992924336,0.4286072834535687,False,outlier_contaminated,unequal,-0.01855297327210481,False,-0.47298197147321136,-0.3147946109375705,True,1.4726545205467667,0.1174451886898955,0.01,False,True,True,outlier_contaminated_491
11,74,0.22339108787208106,2.047273021048176,False,outlier_contaminated,equal,-0.20944019312628903,False,-0.6113890648560402,0.13791810027220755,False,10.018899529194188,0.7462829466089677,0.01,False,True,True,outlier_contaminated_492
16,8,0.2431682445047077,0.6358911810671299,False,outlier_contaminated,equal,0.038052032430692884,True,-1.2542230423755334,-0.4743846310133974,True,3.4678633463355046,0.28604114378707984,0.01,False,True,False,outlier_contaminated_493
13,96,0.13924776931978644,0.0898725928431624,False,outlier_contaminated,unequal,0.8162399576472014,True,-0.46741689512336576,-0.43390466549184736,True,0.4432519900713871,0.032989684564829494,0.01,False,True,False,outlier_contaminated_494
11,61,0.2109380682085547,2.834986014350642,True,outlier_contaminated,equal,0.8454863489461332,True,-0.46057631947819855,-0.4411771618428269,True,0.40354106175526,0.01835788116495875,0.89,True,True,True,outlier_contaminated_495
20,5,0.4891479448740609,1.5372845178213859,False,outlier_contaminated,unequal,-0.09147396679367836,False,-0.6685805709299433,0.267049506504412,False,5.304679374993418,0.37945371685946155,0.01,False,True,True,outlier_contaminated_496
8,79,0.5474950076308346,2.309146797465653,False,outlier_contaminated,equal,-0.2645483444305763,False,-1.2686139278865824,-0.20465956964836649,True,8.74143173800942,0.5927539378511403,0.01,False,True,True,outlier_contaminated_497
6,93,0.22094631664399966,1.2850271135416416,True,outlier_contaminated,unequal,0.8447305881304787,True,-0.46514366840287114,-0.44806748333214336,True,0.4353532637320506,0.010280076070568314,0.42,True,True,True,outlier_contaminated_498
17,59,0.3582926402347597,0.16488156818010413,False,outlier_contaminated,unequal,0.5335581387665635,True,-0.5285503343800017,-0.46943142900465223,True,0.9367479188543849,0.07604613532655183,0.01,False,True,False,outlier_contaminated_499
17,34,0.13636321341710728,0.637510531252303,False,outlier_contaminated,unequal,-0.18019383698311686,False,-0.7602532425982557,-0.4430340977650472,True,3.8541971691330303,0.19845961150294592,0.01,False,True,True,outlier_contaminated_500
20,32,0.12243373201300956,0.4460702204309488,True,outlier_contaminated,unequal,0.9198530527903372,True,-0.46671981288199216,-0.4458466721748441,True,0.2811025650489632,0.03777260377403719,0.68,True,True,True,outlier_contaminated_501
8,42,0.3317388340568285,0.3775840560703768,True,outlier_contaminated,equal,0.6700302867341703,True,-0.512039269409546,-0.4235850745822682,True,0.685952480465765,0.07676938713824291,0.14,True,True,True,outlier_contaminated_502
3,66,0.5177277858191901,1.6340799097556156,True,outlier_contaminated,equal,0.33913726635612673,True,-0.4177253493637967,-0.3326745167727762,True,1.2195670851980314,0.050792307476254454,0.88,True,True,True,outlier_contaminated_503
17,73,0.5879823312967052,1.4459952079707852,False,outlier_contaminated,equal,-0.06992016583831773,False,-0.7027126830096183,-0.31601198026845395,True,4.858516847760683,0.3561366292979582,0.01,False,True,True,outlier_contaminated_504
11,39,0.39941440671799616,1.9074379167384794,True,outlier_contaminated,unequal,0.47759436881584216,True,-0.4852633297445178,-0.4332563497238434,True,0.9803893958904554,0.05987099260969292,0.19,True,True,True,outlier_contaminated_505
4,21,0.5830584004066843,0.5388715657001376,False,outlier_contaminated,equal,-0.2895163278264896,False,-0.356192530397041,-0.08036856998333605,True,2.1563889095215134,0.07265492509249245,0.01,False,True,True,outlier_contaminated_506
5,22,0.30886776974094654,1.887043431050861,True,outlier_contaminated,unequal,0.5315437228435341,True,-0.4775076070714819,-0.2706789259351407,True,0.7757675289160408,0.14116247517628155,0.19,True,True,True,outlier_contaminated_507
18,28,0.29356672325367295,0.41934280002296054,True,outlier_contaminated,unequal,0.7147174756994834,True,-0.4740097087372881,-0.40543598669483855,True,0.619228974544832,0.09516895327010058,0.11,True,True,True,outlier_contaminated_508
8,19,0.5147258469855143,1.9669079051983605,True,outlier_contaminated,unequal,0.4070080486763711,True,-0.48012321717989265,-0.34336601398717836,True,1.0674561687141955,0.12028213410725723,0.5,True,True,True,outlier_contaminated_509
18,22,0.3677439346370487,2.220822471398178,False,outlier_contaminated,equal,-0.09906719065947645,False,-0.7728038435405574,-0.17050022429601414,True,5.946414552164687,0.4313488721662928,0.01,False,True,True,outlier_contaminated_510
6,80,0.3537997515813721,2.573023955881033,True,outlier_contaminated,equal,0.6577977023307339,True,-0.49765229614290196,-0.42275596147828276,True,0.7094346953542682,0.046170518240181785,0.38,True,True,True,outlier_contaminated_511
14,89,0.5829553348334789,1.5276358530477356,True,outlier_contaminated,equal,0.34955030655726493,True,-0.4609300618978391,-0.3536628321637248,True,1.2160979949376165,0.08899677018332405,0.02,False,False,True,outlier_contaminated_512
4,85,0.2536615172943464,2.0888593637350565,False,outlier_contaminated,unequal,-0.6936418510726217,False,-0.5908031477316964,-0.08579044573753455,True,4.449514042553622,0.2141193057128929,0.01,False,True,True,outlier_contaminated_513
3,93,0.2476994013723373,1.2705906565241842,False,outlier_contaminated,equal,-0.4501981704614306,False,-0.8355888517475464,-0.18930022239122662,True,1.6268368776869317,0.27691916067969863,0.01,False,True,True,outlier_contaminated_514
10,63,0.1433651270007641,1.8275501249547599,True,outlier_contaminated,unequal,0.9197293350628624,True,-0.4745741996641476,-0.44462332414132716,True,0.28327310047272525,0.021217297842951597,0.4,True,True,True,outlier_contaminated_515
4,77,0.24734296555702534,1.5187822650373608,True,outlier_contaminated,equal,0.7902793479218104,True,-0.49113736681313247,-0.42419526291939397,True,0.5051859360380915,0.03687903332935388,0.53,True,True,True,outlier_contaminated_516
7,29,0.36170222740885327,2.0010855715142064,True,outlier_contaminated,unequal,0.6545081471147477,True,-0.4504935920897637,-0.41171798277382055,True,0.7130722271248177,0.04466214862257617,0.28,True,True,True,outlier_contaminated_517
3,38,0.5960780848425009,1.8446622080730655,False,outlier_contaminated,equal,-1.0461524488476113,False,-1.2743834292267402,-0.5102196198698697,True,4.778706622168765,0.3907423456193685,0.01,False,True,True,outlier_contaminated_518
5,82,0.41713272551863767,0.21273365041714365,False,outlier_contaminated,unequal,0.09468293195784705,True,-0.5436765711011184,-0.3685075207065772,True,1.428143427639579,0.08328192375916153,0.01,False,True,False,outlier_contaminated_519
13,67,0.2891010310364784,0.7857745075530234,False,outlier_contaminated,unequal,-0.07746890005629825,False,-0.5490977508756346,-0.3242704381991767,True,2.9087949967699642,0.20947884950480225,0.01,False,True,True,outlier_contaminated_520
13,26,0.2289712668498658,1.6780581961076821,False,outlier_contaminated,unequal,-0.23296760719804932,False,-1.013705855194448,-0.26954669214471483,True,6.633809689062871,0.5331749089114373,0.01,False,True,True,outlier_contaminated_521
9,73,0.19255897728580712,1.2217439204376084,False,outlier_contaminated,unequal,-0.39824545937199174,False,-0.8884607079854595,-0.07156911164063329,True,8.000797036234788,0.5532162020193666,0.01,False,True,True,outlier_contaminated_522
5,26,0.2631299876825874,2.553538784470658,False,outlier_contaminated,equal,-0.5470348444492155,False,-0.39839938680564263,0.19496271185687664,False,3.3349306920092983,0.3416772098656274,0.01,False,True,True,outlier_contaminated_523
11,5,0.2721756566204249,2.240365772244898,True,outlier_contaminated,equal,0.691211376725893,True,-0.488670066829296,-0.3906479923552711,True,0.5256400850107411,0.19245963615346032,0.95,True,True,True,outlier_contaminated_524
14,22,0.2748760514989283,0.18811743254221036,False,outlier_contaminated,unequal,0.5409727903307213,True,-0.47445558724699777,-0.4172895409314954,True,0.7776746202305019,0.11746581374436828,0.01,False,True,False,outlier_contaminated_525
8,11,0.5961588917902199,1.6708119554662495,True,outlier_contaminated,unequal,0.23917246884327537,True,-0.5554512679253099,-0.3341709716954132,True,1.4720478912401775,0.33208910855729434,0.34,True,True,True,outlier_contaminated_526
10,21,0.3651517675771643,0.1951980328017402,False,outlier_contaminated,equal,0.3693095489928565,True,-0.5063298814273693,-0.41602430460829193,True,1.0933157353064178,0.08888287336543312,0.01,False,True,False,outlier_contaminated_527
15,70,0.09834865499005238,0.3031720556849383,False,outlier_contaminated,unequal,0.14945662197985754,True,-0.5160023657905876,-0.3799265194929807,True,1.5361128656569154,0.09853956138639061,0.01,False,True,False,outlier_contaminated_528
18,40,0.31940348629584486,0.47694322555031454,False,outlier_contaminated,unequal,0.034883832955595495,True,-0.38510957808202606,-0.2399868943558369,True,1.5869458936974132,0.1315023887113455,0.01,False,True,False,outlier_contaminated_529
14,92,0.5107035986095986,2.0918557273403304,True,outlier_contaminated,unequal,0.36368929539918016,True,-0.47929103825604247,-0.4251515687955875,True,1.2434090443524104,0.06718075396981514,0.71,True,True,True,outlier_contaminated_530
2,26,0.41267997746415047,1.3849722886345908,True,outlier_contaminated,equal,0.5593574659827691,True,-0.47874633600605176,-0.4124194924117666,True,0.7420575509328237,0.033163421797142295,0.75,True,True,True,outlier_contaminated_531
7,54,0.41113102142676605,2.9935989861333883,False,outlier_contaminated,equal,-0.35430440173709066,False,-1.0271535908925986,-0.1709129283940695,True,10.774369956311089,0.47374122262870155,0.01,False,True,True,outlier_contaminated_532
17,16,0.14003946744142493,2.8325680193141953,True,outlier_contaminated,equal,0.9087929557254059,True,-0.47414956139699604,-0.4354575305016624,True,0.3001869769044138,0.041476901633876226,0.44,True,True,True,outlier_contaminated_533
17,23,0.5860941154418537,1.8782776427228565,False,outlier_contaminated,equal,-0.1208186917428884,False,-0.7129616734136843,-0.013151809898509491,True,8.32116442739352,0.6437440624040027,0.01,False,True,True,outlier_contaminated_534
9,70,0.14687146281619903,1.2867972217312245,False,outlier_contaminated,equal,-0.20812350625904408,False,-0.5449359104282971,-0.18005362245041068,True,5.020388303293885,0.40043850427357397,0.01,False,True,True,outlier_contaminated_535
13,32,0.12887336531953528,1.082841518997648,False,outlier_contaminated,equal,-0.15177250719896973,False,-0.6135379177761788,-0.17020056009882495,True,4.472733854025222,0.2893341278376363,0.01,False,True,True,outlier_contaminated_536
7,80,0.5917396948044157,2.1196997581921875,True,outlier_contaminated,equal,0.2675371903036856,True,-0.4840767503834338,-0.34254751722628307,True,1.4611885825467859,0.08990474739241819,0.23,True,True,True,outlier_contaminated_537
4,50,0.4144519394238239,1.8276925852320696,False,outlier_contaminated,equal,-0.776712657265584,False,-1.1802538163192828,0.040771019366856454,False,8.894778566985908,0.48729097340789423,0.01,False,True,True,outlier_contaminated_538
4,34,0.15848296701582235,0.1271449445031828,False,outlier_contaminated,unequal,0.7140307649271116,True,-0.5202174946807266,-0.4278284723935646,True,0.5119017715072064,0.03254113118082333,0.01,False,True,False,outlier_contaminated_539
20,61,0.3391747958266212,1.7231929201513538,False,outlier_contaminated,equal,-0.07457877240621169,False,-0.8145990012031888,-0.26824976008780116,True,6.595819592923061,0.5058493449206224,0.01,False,True,True,outlier_contaminated_540
16,97,0.057521684021792675,1.5131430370495798,False,outlier_contaminated,equal,-0.11111641113639559,False,-0.6074477756261087,-0.16179726285601387,True,5.551017777510669,0.44621895109144877,0.01,False,True,True,outlier_contaminated_541
10,51,0.2718187381464243,2.822415026656945,True,outlier_contaminated,unequal,0.7519236395504403,True,-0.46079546986873504,-0.4188432658125324,True,0.5681675768431647,0.055175428591290106,0.78,True,True,True,outlier_contaminated_542
6,84,0.05632561130053925,2.4240369164032334,False,outlier_contaminated,equal,-0.37519027956573137,False,-0.5682439956710337,0.23200809377590081,False,8.4867489425805,0.6165470355144349,0.01,False,True,True,outlier_contaminated_543
9,48,0.5153543681416127,0.48693711658950456,True,outlier_contaminated,unequal,0.43252665894770126,True,-0.5158666441500643,-0.4275543328426404,True,1.1777109262496424,0.06776674102051657,0.56,True,True,True,outlier_contaminated_544
8,70,0.5449104246293727,2.8290459634039538,False,outlier_contaminated,equal,-0.30334546345679336,False,-0.7723981569616404,0.10241483481314505,False,9.49967711933237,0.5670981066061396,0.01,False,True,True,outlier_contaminated_545
17,18,0.11294897522846122,0.9851198416443103,True,outlier_contaminated,unequal,0.9322521911518035,True,-0.4591975848356245,-0.43247794521724636,True,0.25277831901649894,0.04874879890743715,0.32,True,True,True,outlier_contaminated_546
14,74,0.48274832661569955,0.0674694085321067,True,outlier_contaminated,equal,0.5111808518616553,True,-0.4943802313276812,-0.4480924829942664,True,1.0047102217144865,0.05135817503273978,0.25,True,True,True,outlier_contaminated_547
10,77,0.2286836467117761,2.4694161828293435,True,outlier_contaminated,unequal,0.7794140574426476,True,-0.45572936127463193,-0.4207948009198021,True,0.5197812366023999,0.030908365626267902,0.2,True,True,True,outlier_contaminated_548
15,37,0.2536423377075063,0.7104735592433405,False,outlier_contaminated,unequal,-0.023226323186564146,False,-0.706537254397229,-0.27923453795686626,True,2.7398929160428076,0.2522850349150711,0.01,False,True,True,outlier_contaminated_549
15,80,0.24950201573674347,1.2569525332277893,False,outlier_contaminated,unequal,-0.1089477355517603,False,-0.8117953558300657,-0.26116493593836,True,6.271727182573481,0.4964910307912597,0.01,False,True,True,outlier_contaminated_550
9,87,0.20919522577926214,0.11639041561216945,False,outlier_contaminated,unequal,0.750682039986746,True,-0.4718520801901953,-0.4261773269192411,True,0.5395577527091399,0.03130723881283096,0.01,False,True,False,outlier_contaminated_551
18,59,0.3185606633810546,1.7746112412013368,False,outlier_contaminated,equal,-0.09509792898364222,False,-0.5929524567924969,-0.17399445228585206,True,6.4842984169556255,0.4435975715679395,0.01,False,True,True,outlier_contaminated_552
6,98,0.25469316800017106,0.8176772136380802,False,outlier_contaminated,unequal,-0.39505211312167554,False,-0.3959425795933576,0.04814051499089928,False,2.658183395936695,0.29302651622678144,0.01,False,True,True,outlier_contaminated_553
14,69,0.1790618780556587,1.6924637186866278,False,outlier_contaminated,unequal,-0.1496587183346385,False,-1.0260118427418226,-0.2784667898247332,True,6.230669036566587,0.3981604778657822,0.01,False,True,True,outlier_contaminated_554
5,80,0.28577284361458516,0.4527962635663353,False,outlier_contaminated,equal,-0.20851226387118982,False,-0.5632931187195482,-0.3481790119118544,True,1.9587391586876268,0.10675759812822361,0.01,False,True,True,outlier_contaminated_555
7,22,0.43743653666201565,0.18268253134648516,True,outlier_contaminated,unequal,0.49758687487870734,True,-0.49944244166994534,-0.35846594028199796,True,0.893374732564682,0.08268944229422567,0.45,True,True,True,outlier_contaminated_556
13,35,0.39746040258426646,1.285303011435302,False,outlier_contaminated,unequal,-0.33092168455899107,False,-0.6977552553297371,-0.1467202286916276,True,4.19773938288234,0.2799684402510891,0.01,False,True,True,outlier_contaminated_557
15,44,0.5521333556751201,1.8328352942427615,True,outlier_contaminated,equal,0.35235285345531897,True,-0.46619735498380194,-0.37927334574447896,True,1.2021575855757387,0.10596783451713102,0.59,True,True,True,outlier_contaminated_558
19,23,0.3746524687498665,2.419887892281269,True,outlier_contaminated,unequal,0.5815101430254848,True,-0.49842899406264246,-0.40811207739738503,True,0.8398675929471071,0.1155791405364343,0.25,True,True,True,outlier_contaminated_559
13,90,0.3310212764344075,1.475796472069108,True,outlier_contaminated,equal,0.6531133874029498,True,-0.46868766723224126,-0.42160061173048297,True,0.6841843266709324,0.04345386435357018,0.54,True,True,True,outlier_contaminated_560
5,7,0.12341571574824177,1.0306437477350219,True,outlier_contaminated,equal,0.8772071362004628,True,-0.5966796712210871,-0.4456867155927186,True,0.3365345019335348,0.1010221461557878,0.22,True,True,True,outlier_contaminated_561
5,63,0.0912560222385367,2.4264199515345948,True,outlier_contaminated,equal,0.9569874559980635,True,-0.4648114791963505,-0.44485600588321494,True,0.206985296864787,0.011749780352044131,0.72,True,True,True,outlier_contaminated_562
19,38,0.47029594804618635,0.6902621033494476,True,outlier_contaminated,equal,0.4883863504519348,True,-0.4787533418775452,-0.42821648257286005,True,1.0068695025448255,0.06537264713637037,0.99,True,True,True,outlier_contaminated_563
8,27,0.1612744741270936,2.037628682947836,True,outlier_contaminated,equal,0.9067289840146671,True,-0.48875033542428203,-0.44832840389100487,True,0.3349031346089694,0.022048928513658923,0.63,True,True,True,outlier_contaminated_564
